rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,24,835668,832558,817380,822143,814236,820611,820050,817446,827111,814240,826198,818529,808199,821330,818144,809653,814496,809039,811744,796732
1,0,1,24,842684,839467,824118,829032,821106,827549,826945,824317,834074,821155,833264,825493,815089,828324,825164,816576,821535,816109,818802,803568
2,31,1,24,835974,832827,817597,822504,814542,821032,820364,817787,827442,814609,826442,818921,808507,821716,818503,809992,814864,809595,812154,797081
3,0,1,24,842781,839664,824442,829384,821299,827894,827127,824519,834303,821369,833515,825759,815360,828589,825462,816838,821848,816429,819017,803943
4,31,1,24,836474,833364,818218,823215,815063,821595,820882,818200,827917,815070,827079,819422,809136,822397,819027,810557,815430,810118,812654,797708
5,0,1,24,842609,839468,824138,829223,821113,827749,827011,824283,834014,821102,833311,825504,815203,828513,825164,816654,821667,816094,818823,803717
6,31,1,24,835987,832958,817833,822788,814642,821290,820497,817807,827549,814602,826668,819026,808822,822100,818698,810110,815037,809546,812254,797221
7,0,1,24,842553,839433,824180,829308,821011,827696,826962,824210,834011,820969,833304,825489,815183,828467,825263,816546,821605,815979,818773,803628
8,31,1,24,836204,833293,818102,823078,814905,821620,820969,818209,827846,814864,826927,819266,808969,822277,818914,810433,815477,809890,812590,797585
9,0,1,24,842390,839328,824101,829137,820851,827567,827015,824086,833868,820967,833085,825319,815012,828355,825135,816473,821577,815830,818691,803592
10,31,1,24,836102,833067,817983,822927,814807,821238,820726,817894,827619,814758,826840,819109,808814,822113,818845,810210,815294,809635,812444,797370
11,0,1,24,842310,839334,824062,829047,820845,827346,826884,824014,833831,820825,833163,825341,814976,828330,825059,816474,821533,815824,818686,803505
12,31,1,24,836332,833420,818157,823119,815023,821489,820917,818135,827953,814833,827199,819343,809083,822408,819005,810557,815492,809906,812607,797662
13,0,1,24,842362,839405,824092,829127,820876,827475,826889,824073,834052,820925,833324,825401,814957,828357,825001,816617,821638,815970,818610,803574
14,31,1,24,835956,833129,817872,822796,814627,821176,820677,817843,827658,814641,826748,819040,808808,822106,818560,810315,815241,809635,812301,797278
15,0,1,24,842610,839673,824375,829306,821021,827612,827137,824273,834073,821045,833374,825547,815122,828538,825059,816661,821809,816005,818912,803713
16,31,1,24,836135,833290,817923,822924,814683,821238,820723,817874,827670,814733,826804,819151,808825,822184,818553,810210,815304,809580,812470,797394
17,0,1,24,842479,839688,824244,829318,820951,827624,827009,824224,834051,821132,833387,825488,815192,828500,824962,816580,821745,815938,818874,803758
18,31,1,24,836242,833523,818081,823124,814802,821418,820854,818139,827906,814927,827070,819214,808995,822270,818674,810369,815441,809804,812649,797592
19,0,1,24,842519,839686,824245,829284,820912,827561,827091,824220,834106,821161,833453,825625,815161,828578,825035,816727,821735,816087,818903,803764
20,31,1,24,836123,833332,817923,822950,814692,821241,820784,817954,827825,814822,826874,819224,808821,822112,818749,810302,815373,809643,812451,797334
21,0,1,24,842768,839877,824372,829599,821148,827727,827282,824474,834407,821283,833640,825797,815380,828767,825379,816843,821977,816308,819018,803931
22,31,1,24,836495,833581,818178,823365,814979,821499,821130,818222,828064,815004,827296,819552,809148,822555,819018,810690,815584,810117,812733,797706
23,0,1,24,842489,839608,824209,829363,820916,827496,827098,824182,834094,821026,833316,825517,815091,828492,825081,816677,821697,816003,818770,803619
24,31,1,24,836133,833305,817889,823025,814769,821202,820728,817796,827836,814748,826894,819133,808762,822204,818641,810448,815273,809638,812404,797408
25,0,1,24,842303,839430,823990,829126,820771,827368,826967,823930,833992,820809,833253,825348,814878,828477,824957,816566,821564,815824,818659,803580
26,31,1,24,836180,833339,817973,823021,814795,821205,820780,817968,827864,814808,826968,819308,808930,822280,818677,810401,815287,809747,812514,797455
27,0,1,24,842557,839584,824126,829289,820855,827409,826849,824136,834123,821023,833367,825662,815041,828511,825047,816624,821513,815898,818781,803632
28,31,1,24,836404,833395,817959,823115,814876,821289,820743,817993,828050,814823,827040,819413,808912,822415,818886,810472,815306,809673,812543,797488
29,0,1,24,842688,839578,824093,829367,820958,827522,826989,824137,834091,820945,833356,825601,815138,828551,825156,816592,821631,815983,818855,803633
30,31,1,24,836198,833160,817805,822974,814687,821203,820668,817828,827725,814654,826880,819264,808847,822233,818702,810292,815186,809571,812466,797323
31,0,1,24,842327,839228,823795,828965,820693,827226,826675,823915,833757,820714,833150,825314,814730,828264,824765,816354,821304,815655,818535,803323
32,31,1,24,836442,833427,818070,823258,815002,821519,820911,818162,828031,814913,827182,819486,809038,822551,818853,810658,815388,809908,812689,797554
33,0,1,24,842542,839673,824213,829364,820966,827549,827049,824197,834143,821006,833403,825604,815128,828645,825004,816800,821576,815994,818841,803622
34,31,1,24,836286,833418,818063,823201,814831,821394,820888,818138,827906,814875,826969,819398,808993,822434,818836,810573,815317,809812,812632,797469
35,0,1,24,842615,839556,824219,829443,821009,827614,827080,824306,834111,821087,833394,825628,815147,828672,825265,816734,821614,815968,818900,803571
36,31,1,24,836184,833200,817960,823001,814756,821227,820720,817982,827717,814647,826862,819167,808814,822087,818758,810326,815168,809532,812478,797282
37,0,1,24,842394,839360,824048,829115,820726,827292,826798,824063,833871,820773,833086,825331,814953,828378,825006,816487,821368,815726,818656,803292
38,31,1,24,836238,833197,817971,823086,814624,821240,820664,818022,827770,814679,826782,819238,808954,822298,818799,810431,815180,809596,812490,797245
39,0,1,24,842528,839439,824252,829280,820858,827504,826950,824162,834022,820960,833299,825517,815157,828552,825149,816721,821614,815875,818784,803440
40,31,1,24,836326,833277,818029,823139,814834,821360,820810,818107,827813,814843,827110,819384,808887,822362,818923,810555,815239,809784,812607,797330
41,0,1,24,842610,839626,824309,829504,821023,827656,827023,824341,834097,821117,833608,825649,815174,828674,825288,816888,821647,816014,818971,803635
42,31,1,24,836267,833240,818038,823086,814728,821344,820811,818029,827722,814710,827002,819275,808904,822360,818675,810513,815250,809603,812570,797283
43,0,1,24,842528,839649,824263,829398,821032,827518,827027,824265,834049,820918,833513,825647,815150,828637,825118,816765,821622,816025,818883,803637
44,31,1,24,836299,833447,818140,823241,814912,821383,820853,818083,827908,814816,827140,819480,809124,822481,818841,810597,815438,809854,812652,797522
45,0,1,24,842637,839631,824152,829419,820983,827540,826970,824201,834104,821001,833462,825587,815093,828677,825187,816725,821709,815924,818834,803653
46,31,1,24,836163,833320,817967,823132,814778,821245,820694,817946,827737,814594,826897,819223,808827,822278,818795,810476,815269,809532,812455,797333
47,0,1,24,842486,839719,824155,829511,820989,827571,827000,824259,834079,820927,833496,825637,815071,828729,825225,816811,821673,815997,818909,803656
