rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,24,836235,832927,818236,823126,815029,821258,820644,817735,827935,814439,826326,819021,808361,822305,818677,810249,814685,809845,812387,797382
1,0,1,24,842819,839408,824767,829603,821512,827783,827100,824251,834540,820954,833011,825473,814866,828936,825395,816797,821316,816380,819038,803862
2,31,1,24,836524,833204,818660,823474,815366,821678,821029,818185,828296,814825,826638,819246,808818,822676,819165,810660,815085,810231,812858,797697
3,0,1,24,842814,839580,824860,829938,821637,827906,827240,824445,834636,821035,833124,825709,815049,828930,825527,816966,821490,816514,819215,803921
4,31,1,24,836151,833035,818377,823380,815107,821215,820600,817858,827999,814482,826409,819093,808488,822279,818871,810346,814806,809927,812578,797289
5,0,1,24,842632,839448,824683,829793,821434,827587,827147,824251,834410,820906,832964,825600,814836,828721,825422,816772,821352,816413,819177,803665
6,31,1,24,836485,833353,818582,823644,815394,821592,820976,818244,828287,814937,826730,819484,808778,822690,819185,810658,815177,810242,812931,797582
7,0,1,24,842719,839572,824764,829783,821506,827822,827146,824375,834472,821002,833072,825670,814909,829025,825451,816792,821396,816441,819182,803692
8,31,1,24,836231,833132,818307,823317,815194,821398,820666,817946,828032,814503,826438,819223,808529,822601,818907,810364,814794,810039,812674,797284
9,0,1,24,842762,839646,824739,829798,821464,827840,827104,824416,834529,821031,833107,825777,814928,828983,825536,816794,821322,816507,819186,803774
10,31,1,24,836542,833436,818671,823652,815421,821783,821045,818311,828417,814898,826830,819533,808853,822818,819208,810664,815066,810290,812985,797698
11,0,1,24,842829,839577,824775,829767,821422,827949,827137,824425,834568,821006,833068,825653,814910,829009,825507,816822,821343,816463,819200,803764
12,31,1,24,836313,833128,818505,823397,815145,821513,820807,818059,828096,814612,826588,819263,808473,822660,819005,810417,814790,810068,812722,797462
13,0,1,24,842962,839751,824992,829943,821669,828132,827323,824571,834729,821256,833249,825803,814941,829232,825705,816944,821430,816663,819312,804015
14,31,1,24,836369,833342,818529,823538,815301,821665,820873,818200,828295,814805,826641,819400,808645,822741,819096,810509,814888,810114,812806,797559
15,0,1,24,843037,839842,825057,830004,821720,828187,827346,824603,834867,821303,833252,825980,815099,829185,825778,817089,821447,816632,819336,804007
16,31,1,24,836498,833340,818621,823487,815346,821648,820789,818191,828265,814869,826576,819436,808697,822697,819212,810552,814862,810095,812750,797586
17,0,1,24,842954,839666,824932,829791,821556,828093,827131,824462,834626,821218,833130,825881,815051,829137,825715,816989,821415,816452,819296,804039
18,31,1,24,836560,833327,818665,823530,815274,821757,820806,818148,828289,814757,826667,819489,808774,822776,819257,810673,814984,810115,812853,797714
19,0,1,24,842929,839587,824881,829890,821540,828047,827094,824482,834673,821090,833218,825799,815005,829133,825724,817057,821343,816588,819160,803965
20,31,1,24,836602,833305,818657,823695,815428,821784,820838,818245,828381,814976,826834,819507,808820,822871,819322,810793,815044,810304,812829,797749
21,0,1,24,843026,839820,824943,829961,821709,828119,827263,824510,834746,821240,833287,825895,815118,829243,825762,817101,821514,816679,819256,804067
22,31,1,24,836623,833392,818664,823529,815372,821783,820893,818193,828359,814860,826742,819511,808717,822817,819209,810701,814893,810252,812802,797754
23,0,1,24,842891,839646,824735,829730,821509,827980,826992,824306,834574,821018,833089,825791,814962,829022,825493,816918,821194,816327,819063,803901
24,31,1,24,836566,833304,818595,823476,815331,821850,820835,818105,828297,814820,826746,819464,808751,822768,819160,810641,814898,810121,812781,797780
25,0,1,24,842816,839524,824704,829613,821431,828051,826962,824272,834492,820984,833109,825662,814921,829040,825461,816788,821271,816402,818998,803809
