rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,255,6725985,6699762,6579970,6621458,6556877,6606069,6601042,6576403,6656880,6551269,6647401,6587353,6503493,6612564,6586113,6519999,6554616,6513453,6533552,6414711
1,0,1,255,6738705,6712739,6592570,6634558,6569281,6618427,6614833,6589146,6671159,6564916,6660486,6601575,6516362,6625910,6599334,6533929,6569624,6527012,6547018,6427115
2,31,1,255,6725916,6699710,6579912,6621647,6556520,6606207,6601899,6576563,6658031,6550888,6647823,6588431,6503777,6613320,6586396,6520860,6555724,6513824,6533488,6414053
3,0,1,255,6737516,6711893,6591584,6633910,6568356,6617858,6613759,6588733,6670189,6563448,6660432,6600519,6515521,6625589,6598173,6533388,6569511,6525816,6546645,6426193
4,31,1,255,6726570,6701531,6580958,6623060,6557612,6607498,6602969,6577540,6659153,6552101,6647938,6589292,6504850,6614511,6587673,6521260,6557702,6514410,6535284,6414680
5,0,1,255,6738112,6712276,6592553,6634367,6569105,6618954,6614635,6588538,6670727,6563680,6660301,6601313,6516146,6626403,6599228,6533049,6568827,6526186,6546593,6425598
6,31,1,255,6724830,6698800,6579420,6621346,6556187,6605380,6601357,6575594,6657243,6551132,6647379,6587894,6503222,6613095,6586155,6519609,6555056,6512274,6533130,6412659
7,0,1,255,6738980,6712666,6592348,6634870,6570017,6618743,6614806,6589310,6671022,6564618,6661033,6601682,6516838,6626708,6600119,6533927,6569766,6526288,6546886,6426950
8,31,1,255,6725818,6699868,6580523,6622439,6557064,6606319,6602123,6576212,6658065,6551480,6648155,6588800,6504602,6613895,6587048,6520829,6556012,6513535,6534222,6414222
9,0,1,255,6738458,6712087,6592313,6634359,6569277,6618509,6614361,6588624,6670481,6563779,6660922,6601477,6516611,6626276,6599148,6533737,6568929,6526285,6547504,6426687
