rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,1,6715345,6687759,6569438,6609553,6545491,6595641,6588395,6568514,6647734,6541493,6638842,6579643,6494322,6602276,6576762,6506517,6544379,6501796,6523701,6404690
1,0,0,1,6727556,6701352,6581836,6623102,6558457,6608762,6601555,6581998,6661747,6554757,6652208,6594036,6506630,6615930,6590045,6520665,6558979,6515294,6537603,6418218
2,31,0,1,6715381,6689466,6569857,6611173,6545865,6595993,6589489,6569842,6648790,6541986,6639283,6581163,6494064,6603869,6577717,6508008,6546987,6502753,6525207,6405851
3,0,0,1,6727243,6701825,6582183,6623187,6557732,6608979,6601454,6582141,6661517,6554542,6651846,6594030,6507014,6617001,6590504,6520287,6560188,6515499,6537815,6419014
4,31,0,1,6714618,6689857,6570234,6611514,6545334,6597198,6588474,6569629,6649195,6541860,6639678,6581826,6494899,6604899,6577822,6507107,6547785,6502928,6524675,6406539
5,0,0,1,6727367,6701472,6582162,6624281,6557750,6609615,6602853,6582617,6662194,6554906,6652548,6594441,6507016,6617843,6590528,6520990,6560451,6515609,6537883,6419396
6,31,0,1,6714273,6688036,6569403,6611746,6544787,6596098,6589982,6569383,6648671,6541289,6638482,6580602,6493921,6604240,6578033,6507246,6546121,6502225,6524901,6405943
7,0,0,1,6727679,6701327,6581750,6625425,6557579,6608713,6603095,6582777,6661907,6554926,6652829,6594826,6507576,6617594,6591302,6520890,6559059,6515776,6539785,6419628
8,31,0,1,6714640,6688829,6568746,6612227,6544841,6595300,6590261,6569554,6648412,6541060,6639291,6581181,6493962,6604520,6577229,6506811,6545348,6502328,6526016,6405613
9,0,0,1,6727681,6702429,6581493,6625068,6558085,6608704,6603057,6583187,6661464,6554132,6653256,6594324,6506573,6617443,6590957,6520881,6559746,6515962,6539186,6418804
10,31,0,1,6715836,6690285,6569701,6613326,6546324,6596537,6590381,6570155,6649365,6542275,6640858,6581576,6495236,6604522,6578526,6508604,6546678,6503069,6525098,6406910
11,0,0,1,6728318,6702004,6581805,6625237,6558105,6608444,6602643,6582511,6661316,6554236,6653142,6593888,6506838,6616297,6590972,6520936,6559999,6515719,6538262,6419001
12,31,0,1,6716327,6689202,6569147,6612276,6545514,6595788,6590044,6570173,6648438,6541026,6640140,6580886,6494128,6603719,6578034,6507646,6545983,6502876,6524609,6405461
13,0,0,1,6728950,6701729,6581656,6625326,6558089,6608516,6603296,6582682,6661871,6554643,6653508,6594362,6507517,6617307,6591334,6521075,6559392,6515854,6537735,6418953
14,31,0,1,6716302,6689078,6570199,6612663,6546576,6596151,6590847,6570616,6649985,6542089,6640604,6581995,6495395,6604793,6579637,6508120,6546539,6503245,6524950,6407129
15,0,0,1,6729036,6701051,6582403,6624385,6558707,6609021,6603170,6583193,6662431,6554583,6653293,6594106,6506837,6616615,6591370,6520798,6559835,6515652,6537805,6419270
16,31,0,1,6716446,6687751,6569711,6612325,6545990,6596247,6589512,6570368,6649245,6541709,6639714,6581038,6493395,6603618,6578054,6507513,6547023,6502240,6524003,6406711
17,0,0,1,6729193,6700311,6582465,6625392,6558228,6609201,6602947,6582900,6662108,6554699,6653358,6594216,6506488,6617105,6590484,6521091,6560300,6515603,6537345,6419531
18,31,0,1,6715916,6688353,6569481,6612357,6545606,6596272,6589921,6569747,6649366,6541857,6639827,6581207,6493948,6603722,6577484,6507712,6546327,6502427,6524520,6406244
