rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6715285,6689046,6568004,6610070,6545176,6595435,6589708,6570211,6646328,6540193,6638917,6578497,6494900,6603494,6576234,6504857,6546052,6502874,6523304,6403867
1,0,0,0,6727136,6701695,6579882,6623462,6557117,6607655,6602648,6582313,6659586,6552829,6651838,6591774,6507805,6616185,6589330,6518321,6559347,6516295,6535746,6416526
2,31,0,0,6715467,6689518,6568632,6611486,6545375,6595911,6590692,6570131,6647732,6540527,6639866,6580205,6495796,6604533,6576998,6506532,6547890,6503434,6524339,6404865
3,0,0,0,6727302,6701045,6580299,6623461,6556900,6607859,6602000,6582256,6660276,6552265,6651900,6591667,6507514,6615202,6588657,6518878,6560322,6515605,6535623,6416978
4,31,0,0,6715162,6689038,6568112,6611976,6544995,6596427,6589770,6569960,6647074,6540177,6639436,6578972,6495739,6603474,6576609,6506586,6547010,6502473,6522549,6404366
5,0,0,0,6727741,6701822,6580721,6624142,6556255,6608653,6602119,6582446,6659450,6552865,6651988,6591529,6507776,6616533,6589439,6519586,6560929,6515801,6534889,6416551
6,31,0,0,6715499,6689091,6568742,6611841,6544516,6596430,6589917,6569458,6647447,6541181,6639187,6579186,6495870,6603961,6576359,6507384,6547457,6503505,6522908,6404398
7,0,0,0,6727644,6701233,6580626,6623489,6555861,6609001,6601852,6581906,6660239,6554190,6651949,6591437,6507551,6616227,6589115,6520370,6559693,6515972,6535775,6417075
8,31,0,0,6715357,6689178,6568140,6610450,6544207,6596810,6589965,6568648,6647448,6541193,6639873,6579202,6495357,6603322,6576530,6507448,6546572,6502939,6522972,6404142
9,0,0,0,6727964,6701588,6580179,6622882,6557329,6608628,6601881,6581380,6659769,6553305,6652541,6591922,6507793,6616726,6587865,6519957,6558816,6515201,6535374,6416270
10,31,0,0,6715220,6688627,6568278,6610864,6544904,6595585,6589303,6568977,6648049,6540688,6639342,6578953,6495523,6603116,6575646,6507331,6545931,6501979,6523271,6403569
11,0,0,0,6727193,6700774,6579895,6623021,6557050,6607840,6601528,6581069,6660075,6552619,6651903,6591612,6507460,6614612,6588803,6519841,6558434,6516059,6535755,6415987
12,31,0,0,6715118,6688856,6568506,6611839,6544906,6595578,6589391,6569054,6648087,6540692,6639056,6579722,6495070,6602398,6576478,6507394,6546114,6503300,6523098,6404689
13,0,0,0,6727062,6700577,6580094,6623241,6556572,6607645,6601297,6581180,6659398,6552214,6652055,6592297,6506523,6614704,6589369,6520185,6558741,6515205,6535413,6416920
14,31,0,0,6714689,6689452,6568300,6611434,6544335,6595945,6589221,6569087,6647934,6540169,6639569,6580038,6494442,6603191,6577125,6508076,6546126,6503345,6523492,6404384
15,0,0,0,6726012,6700306,6580442,6622830,6556699,6607297,6600715,6580778,6659561,6552988,6652082,6591954,6506689,6614938,6588912,6520450,6558270,6515686,6535373,6416780
16,31,0,0,6715530,6690006,6569903,6612564,6545765,6596862,6590736,6570408,6648582,6542465,6639601,6580587,6495276,6603876,6577323,6508445,6547098,6504466,6524253,6405337
