rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6716202,6690446,6569954,6609936,6545099,6597195,6590343,6569224,6648494,6541810,6639767,6577975,6494779,6602865,6576762,6508599,6547601,6504282,6524811,6406376
1,0,1,1,6729621,6703952,6582754,6623589,6557902,6609862,6602719,6581452,6662191,6554716,6653143,6592275,6507897,6617083,6589531,6521290,6560542,6517587,6537871,6419357
2,31,1,1,6716046,6691414,6570096,6611851,6543974,6597120,6589867,6569385,6648910,6541548,6639990,6579696,6494785,6604195,6577247,6508534,6547079,6504167,6524740,6406181
3,0,1,1,6728716,6703684,6582209,6625177,6556037,6610788,6602372,6582053,6662169,6554573,6653682,6592236,6508175,6617235,6590443,6521943,6559829,6517122,6538265,6418887
4,31,1,1,6715614,6690485,6569607,6612742,6543175,6598861,6589888,6569284,6649100,6541521,6640162,6579814,6495444,6603972,6577037,6508006,6546389,6504181,6525422,6405751
5,0,1,1,6728442,6702306,6581710,6624933,6555771,6610075,6601993,6581056,6661056,6554238,6652549,6592122,6507010,6615964,6589771,6520983,6559400,6516595,6537280,6417502
6,31,1,1,6715991,6689372,6569975,6612286,6544038,6597810,6589467,6569340,6648446,6541551,6640010,6579671,6495327,6604537,6578075,6508279,6545494,6504010,6524926,6406031
7,0,1,1,6729203,6701854,6581994,6624806,6555916,6610636,6602017,6581191,6661522,6554062,6652758,6592497,6507299,6617090,6590477,6521385,6558658,6517103,6537951,6419074
8,31,1,1,6715697,6689627,6568760,6611051,6543659,6597411,6589195,6568581,6648843,6540687,6639380,6579001,6494288,6603829,6576413,6507519,6545446,6503810,6524239,6406295
9,0,1,1,6728290,6702151,6581726,6624640,6556293,6610175,6601860,6581623,6662226,6553918,6652722,6592879,6507288,6616308,6589728,6521268,6558794,6517357,6538031,6419638
