rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6715889,6688989,6568489,6611391,6544839,6596599,6589329,6569373,6649374,6542811,6639016,6579013,6494032,6604327,6577586,6508056,6546712,6503581,6525033,6404670
1,0,1,1,6728310,6702243,6581367,6623362,6557445,6608625,6601489,6582741,6662889,6554604,6652420,6592346,6506838,6617111,6590567,6521456,6560785,6516475,6537953,6417028
2,31,1,1,6716347,6689331,6569639,6611601,6546082,6596990,6590226,6570894,6650767,6542936,6640104,6579596,6495138,6605323,6578173,6508982,6548055,6503805,6525579,6405324
3,0,1,1,6728376,6701187,6581249,6624237,6557821,6608587,6601703,6582987,6662595,6554262,6652504,6591662,6507040,6617081,6590825,6521286,6560720,6515968,6537743,6417077
4,31,1,1,6717096,6690473,6570273,6612640,6546789,6597030,6590249,6571139,6650662,6541930,6640405,6579247,6496029,6605379,6578621,6509223,6549210,6503723,6525140,6405926
5,0,1,1,6729186,6703198,6581748,6624356,6558306,6609607,6602923,6583103,6663533,6554292,6652922,6592080,6508401,6618064,6590260,6521677,6562432,6516027,6537940,6418417
6,31,1,1,6717083,6690303,6569496,6612023,6545815,6596331,6590596,6570897,6650441,6542102,6639832,6579197,6496258,6605728,6578352,6508524,6548985,6503536,6525309,6405866
7,0,1,1,6729816,6701746,6580800,6625202,6558570,6608768,6602769,6583577,6662787,6554558,6652449,6591687,6507890,6618090,6590858,6521884,6561362,6516073,6538268,6418784
8,31,1,1,6716812,6689848,6568369,6612511,6545760,6596114,6590036,6570638,6649317,6541446,6639518,6578693,6495140,6605523,6577785,6508508,6548499,6503138,6525265,6406152
9,0,1,1,6729472,6702373,6581377,6625228,6557427,6608021,6602756,6582642,6662119,6554354,6653250,6591547,6507359,6617432,6590529,6521394,6562206,6516173,6538322,6418427
10,31,1,1,6717647,6690153,6568511,6613694,6545638,6596109,6590523,6571053,6649923,6542211,6641288,6579739,6494772,6605486,6578271,6509042,6549343,6503822,6525647,6405612
11,0,1,1,6728104,6701363,6580266,6624912,6557012,6608097,6601365,6582457,6662137,6553837,6652659,6591785,6506743,6617140,6589684,6521346,6560840,6515099,6537380,6417445
12,31,1,1,6716199,6689616,6568912,6613040,6545522,6596261,6590155,6570688,6650419,6541762,6640965,6579834,6494776,6605899,6578105,6508854,6548280,6502672,6525538,6405757
13,0,1,1,6729285,6701753,6581438,6625935,6558341,6609260,6603233,6583552,6663683,6555456,6653983,6593717,6508007,6618604,6591088,6521639,6561569,6516309,6538790,6418877
14,31,1,1,6716151,6689445,6568237,6612046,6545847,6596274,6589206,6570660,6649871,6542077,6639888,6580219,6495186,6604290,6578390,6508955,6547125,6502967,6525178,6405300
15,0,1,1,6728568,6701693,6580756,6624379,6558092,6609220,6601683,6583535,6662244,6554418,6652805,6593046,6506734,6617311,6591663,6522299,6560501,6516168,6538028,6417929
16,31,1,1,6716781,6689121,6568435,6613041,6545485,6596059,6589509,6570644,6649658,6541788,6639872,6580011,6494391,6605141,6578501,6509539,6548591,6502895,6524884,6406174
