rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6715669,6690336,6569338,6611923,6544306,6597331,6587835,6567132,6647607,6542464,6637877,6581005,6491834,6604832,6576586,6506540,6546824,6503059,6523358,6405628
1,0,1,1,6728793,6703181,6582017,6625926,6557010,6609930,6600199,6580883,6661445,6555019,6651740,6594574,6505185,6618676,6590020,6521109,6560618,6516073,6536440,6418973
2,31,1,1,6717107,6692764,6570663,6614177,6545342,6598056,6589047,6568435,6649369,6542501,6639610,6582440,6493418,6606703,6577691,6508387,6547573,6503942,6524871,6406342
3,0,1,1,6728748,6705081,6582667,6626228,6556771,6610342,6601435,6580409,6661769,6555254,6652559,6594874,6505376,6618043,6589685,6520959,6560047,6516704,6536983,6419035
4,31,1,1,6715621,6692103,6569558,6613256,6544984,6598050,6589360,6568235,6648848,6542335,6639064,6581631,6492831,6605642,6577482,6508645,6547281,6503389,6524308,6405954
5,0,1,1,6727654,6704887,6581611,6625842,6557699,6610854,6601564,6581382,6661550,6555301,6651956,6594465,6504986,6618703,6590251,6521126,6559765,6516483,6537471,6419153
6,31,1,1,6714981,6692498,6568924,6612894,6544158,6597911,6589010,6568235,6648742,6542298,6638803,6580967,6491934,6605904,6576402,6507988,6546147,6503531,6524264,6405271
7,0,1,1,6727776,6704166,6581555,6624888,6556887,6609990,6601220,6581168,6661129,6554341,6651610,6593865,6504782,6618248,6588735,6520999,6559452,6515883,6538019,6418196
8,31,1,1,6715182,6691294,6569312,6613501,6544147,6597317,6589045,6568776,6648552,6542187,6639369,6580907,6491915,6605735,6576676,6508151,6546901,6502899,6525428,6406370
9,0,1,1,6727524,6703525,6581555,6625514,6555833,6609899,6601135,6580478,6660944,6553837,6652029,6593243,6504573,6618049,6588345,6520732,6559802,6516018,6537525,6419118
10,31,1,1,6716821,6691889,6569793,6613436,6543945,6598311,6588821,6568466,6648884,6541303,6639841,6580836,6491970,6605895,6576846,6507928,6546820,6503830,6524589,6407479
11,0,1,1,6729096,6704421,6582859,6626358,6556658,6610512,6602199,6581729,6661577,6554393,6652722,6593716,6504500,6618847,6590158,6521678,6559494,6516493,6538081,6420281
12,31,1,1,6717102,6693230,6571062,6614440,6545083,6598686,6589823,6569655,6649220,6542350,6640549,6581588,6493409,6606718,6577778,6508836,6546393,6503848,6526227,6407246
13,0,1,1,6729898,6705230,6582891,6626674,6558208,6611307,6602872,6581978,6662096,6555119,6653643,6594395,6505729,6619154,6591092,6522202,6559836,6517328,6539063,6420252
14,31,1,1,6717035,6691887,6570454,6614601,6544546,6598263,6589759,6569163,6648768,6542488,6639808,6580931,6492506,6605660,6577171,6508716,6546768,6503944,6525519,6407764
15,0,1,1,6728617,6702829,6581672,6626654,6556561,6610263,6601448,6581136,6660734,6554994,6652249,6592617,6504947,6618522,6589033,6521385,6559579,6516000,6537653,6419856
16,31,1,1,6717099,6690314,6569983,6613806,6544916,6598195,6589141,6568730,6648498,6542828,6640556,6579972,6491978,6605661,6576937,6508800,6546646,6503857,6525368,6407081
17,0,1,1,6730065,6703165,6582438,6626732,6557032,6611879,6602557,6581433,6661831,6555621,6654132,6593623,6505603,6618126,6590356,6522372,6560354,6516950,6538800,6420540
18,31,1,1,6715950,6689973,6568688,6613622,6544228,6597463,6587945,6568061,6647763,6542263,6639294,6579663,6491599,6604684,6576894,6507893,6545886,6502813,6524735,6407170
19,0,1,1,6728394,6702454,6581243,6625452,6556549,6610057,6600354,6581224,6660930,6554530,6652804,6592942,6504973,6617365,6589542,6521428,6559205,6515563,6537790,6419929
20,31,1,1,6716345,6690092,6569537,6612875,6544609,6598279,6589054,6568744,6648472,6542372,6639786,6580091,6492889,6604390,6576827,6508618,6546479,6503046,6524480,6406351
21,0,1,1,6727778,6702746,6581288,6625646,6556536,6610081,6601720,6580707,6661366,6554668,6652324,6592595,6504389,6616965,6589525,6521412,6559595,6516224,6537880,6418418
22,31,1,1,6715849,6691139,6569257,6613963,6544836,6597761,6589715,6569037,6649073,6542553,6639849,6580326,6492321,6605121,6576394,6508943,6546262,6503144,6525196,6406346
23,0,1,1,6728353,6703782,6581793,6626935,6557229,6610415,6602156,6581896,6661755,6555085,6652714,6593876,6505192,6618230,6590684,6522172,6560246,6516063,6538094,6419127
24,31,1,1,6715939,6691552,6569318,6614782,6545359,6597697,6589844,6569242,6648686,6542492,6639914,6580671,6493248,6605186,6578000,6508967,6546153,6503629,6525480,6406190
25,0,1,1,6728471,6703290,6580793,6626917,6557614,6609706,6602382,6581508,6661837,6555421,6653086,6593507,6505277,6618326,6591032,6521979,6559670,6516374,6539096,6418671
26,31,1,1,6715374,6690967,6568154,6613361,6544504,6596935,6589502,6568461,6648062,6542174,6639217,6580026,6492565,6606136,6577578,6508155,6545343,6502644,6525291,6405830
27,0,1,1,6728564,6703179,6580680,6626328,6557484,6610051,6601653,6581406,6660929,6555188,6652466,6592992,6505463,6619122,6590606,6521059,6558949,6515820,6538406,6418657
28,31,1,1,6715831,6690545,6567857,6612860,6544358,6596825,6588609,6568571,6648256,6542404,6638746,6579590,6491995,6605643,6577450,6507557,6545073,6502704,6524898,6405142
29,0,1,1,6729004,6703793,6581276,6626602,6557663,6609842,6602475,6582302,6661687,6555628,6652557,6593191,6505834,6619353,6591966,6522020,6559828,6516154,6538344,6418396
30,31,1,1,6715913,6690744,6568834,6614235,6544872,6597847,6590420,6569697,6648515,6542295,6639643,6580239,6493053,6606165,6578471,6508682,6546680,6503520,6525682,6405113
31,0,1,1,6728354,6702275,6580686,6626649,6557392,6610357,6602360,6581206,6660888,6554668,6652591,6593335,6505643,6618759,6590229,6521139,6559708,6515968,6537808,6417845
32,31,1,1,6715501,6689416,6568456,6614344,6544545,6597868,6589195,6568752,6647976,6541795,6639772,6580234,6492689,6605079,6578058,6507716,6545921,6502934,6525236,6404559
33,0,1,1,6728093,6702750,6580959,6626292,6556346,6610392,6602510,6581165,6661389,6555055,6653445,6593167,6505279,6618225,6590313,6520844,6559552,6515720,6538121,6417257
34,31,1,1,6714983,6690093,6567931,6612808,6543874,6597417,6589647,6568463,6647916,6541614,6640357,6580639,6491848,6605578,6577450,6507203,6545916,6502406,6524285,6404650
35,0,1,1,6727616,6702619,6580760,6626143,6556662,6610272,6601850,6580907,6661196,6554672,6653134,6593937,6505221,6618207,6590995,6520944,6559921,6515534,6538620,6418246
36,31,1,1,6714831,6689435,6568052,6613610,6545040,6597321,6589258,6568459,6648327,6541777,6639839,6580800,6492554,6604556,6577740,6507632,6546389,6502322,6525321,6405957
37,0,1,1,6727492,6701966,6580677,6625906,6556975,6609735,6601725,6581295,6661168,6554635,6652412,6593369,6505163,6617457,6590085,6520595,6559438,6515484,6537994,6418781
38,31,1,1,6714775,6689978,6568461,6613224,6544887,6597450,6589446,6569245,6648688,6542282,6639583,6580603,6491850,6604786,6577038,6507621,6546732,6502107,6524485,6405620
39,0,1,1,6727005,6701928,6579665,6625237,6556302,6609686,6601632,6581269,6660633,6554513,6651980,6593210,6504565,6616872,6589274,6520428,6559076,6514653,6536874,6418221
40,31,1,1,6715757,6689595,6567992,6613883,6544086,6597978,6589705,6569284,6648489,6541872,6639795,6580683,6491949,6604346,6577451,6507522,6546213,6502626,6524728,6406222
41,0,1,1,6728350,6702970,6581047,6626787,6557406,6610720,6602339,6581852,6661409,6555431,6652923,6593670,6505304,6616829,6590742,6520631,6560069,6515990,6537744,6418097
42,31,1,1,6715043,6690375,6567725,6612625,6543844,6597390,6588768,6569091,6648301,6541428,6639081,6579511,6492403,6604117,6577869,6507361,6546114,6502206,6524012,6404260
43,0,1,1,6727691,6703198,6579904,6625411,6556569,6610977,6601393,6582089,6660933,6554198,6652214,6592698,6504791,6617200,6590418,6520625,6560202,6514543,6536747,6417302
44,31,1,1,6714368,6689844,6567667,6613033,6544163,6597869,6589284,6569295,6648316,6540924,6639370,6579766,6492258,6604310,6577335,6508177,6546843,6501905,6525100,6404708
45,0,1,1,6728159,6702026,6580150,6625128,6556888,6610250,6602027,6581726,6660990,6554707,6652622,6592477,6505343,6616786,6590894,6521429,6560074,6514999,6538051,6417460
