rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6713852,6687815,6568440,6612137,6544940,6595705,6589079,6569191,6647611,6541077,6639266,6578896,6493688,6602472,6577236,6506959,6545944,6504191,6524167,6405868
1,0,0,0,6726229,6700139,6580244,6623971,6556628,6608317,6602172,6581282,6660950,6552634,6652021,6591865,6506582,6615460,6590611,6520949,6559532,6517113,6535822,6418680
2,31,0,0,6714422,6688545,6568963,6612383,6545298,6596483,6589986,6569461,6649814,6541263,6639835,6579448,6494567,6604419,6578959,6508415,6547137,6504844,6524023,6407063
3,0,0,0,6726886,6700200,6580021,6624914,6556548,6608411,6601270,6580874,6661063,6553004,6651758,6590862,6505852,6616754,6590484,6520501,6559584,6516579,6535770,6418829
4,31,0,0,6714963,6688545,6568271,6613251,6544403,6596549,6588890,6568820,6648907,6540385,6639386,6578594,6493077,6604110,6577824,6507988,6546682,6503935,6523197,6406843
5,0,0,0,6728280,6701874,6581158,6626573,6557661,6610255,6602733,6582494,6662827,6553510,6653059,6592742,6506341,6618107,6591273,6522014,6560779,6518177,6537651,6419154
6,31,0,0,6715620,6689530,6568671,6614058,6545117,6597541,6589649,6569435,6649218,6540281,6639573,6579756,6493708,6605172,6579116,6508117,6547437,6505293,6525248,6405891
7,0,0,0,6727101,6701295,6580352,6625527,6556510,6609103,6601835,6580782,6660979,6552271,6651761,6591502,6505607,6616881,6591150,6520670,6559236,6517482,6537186,6418458
8,31,0,0,6714441,6689261,6568500,6613204,6543632,6596364,6589278,6568363,6648392,6540288,6638438,6579458,6493501,6603814,6578135,6507359,6545832,6504581,6524060,6405625
9,0,0,0,6727475,6702017,6580329,6627087,6556950,6609833,6601795,6581794,6661320,6553096,6652281,6592520,6505715,6616698,6591527,6520759,6560353,6517679,6537347,6418608
10,31,0,0,6715800,6690009,6569325,6615018,6545390,6598237,6590481,6569432,6648903,6541381,6640798,6580644,6494217,6604372,6578650,6508590,6548181,6505626,6524670,6407057
11,0,0,0,6727153,6701979,6580218,6626578,6557172,6609775,6602960,6581753,6661336,6553063,6652410,6592281,6505933,6616890,6591174,6520733,6559871,6517948,6537509,6419371
12,31,0,0,6715894,6689853,6569434,6614223,6545743,6597721,6591109,6569429,6649044,6541389,6640020,6579757,6493242,6604569,6578869,6508247,6547184,6505601,6525172,6407059
13,0,0,0,6727735,6701209,6580782,6625942,6558483,6610546,6602743,6581732,6661092,6553452,6651407,6591544,6505751,6617161,6591215,6520988,6560225,6517948,6537738,6419043
14,31,0,0,6714716,6687684,6568081,6613205,6545673,6596404,6589295,6568624,6647910,6539792,6638317,6578532,6493245,6603151,6578031,6507375,6546952,6504195,6523717,6405125
15,0,0,0,6727374,6700438,6580758,6625267,6557445,6608534,6601994,6581179,6660562,6552933,6651896,6591311,6505450,6616531,6591140,6520122,6559777,6516727,6536414,6417069
16,31,0,0,6715747,6689212,6569055,6614014,6546063,6596948,6590667,6569350,6648382,6541103,6640221,6579781,6493424,6604283,6578631,6508360,6547402,6504582,6524522,6405558
17,0,0,0,6726850,6701173,6580213,6625353,6557149,6607782,6601683,6580372,6660003,6552587,6652146,6591283,6505229,6616298,6590643,6519824,6559402,6516031,6536555,6417192
18,31,0,0,6715067,6689133,6568855,6613637,6545621,6595948,6589239,6568479,6647687,6539893,6639560,6579288,6492461,6603828,6577970,6507190,6546200,6503891,6524106,6405259
19,0,0,0,6726047,6699935,6580348,6624648,6556799,6608350,6601551,6580419,6659732,6552149,6651551,6591049,6504362,6615091,6589707,6519420,6559026,6515683,6535670,6416910
20,31,0,0,6713640,6687657,6568475,6612546,6544648,6596131,6589797,6568236,6647497,6539486,6639472,6578552,6492249,6602864,6577420,6506756,6547318,6502849,6523210,6405013
21,0,0,0,6725526,6699680,6580491,6624721,6556079,6608165,6601852,6580228,6659710,6552066,6651495,6591145,6504711,6614597,6589998,6519671,6559697,6515982,6536333,6417113
22,31,0,0,6713070,6687732,6568417,6612706,6544135,6595171,6589165,6568013,6646840,6539591,6638618,6578524,6492237,6602252,6576877,6507483,6546252,6503104,6523567,6404554
