rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6719273,6692315,6573893,6612742,6549922,6598458,6597429,6570502,6651947,6544930,6640886,6584455,6498353,6609047,6581802,6509673,6549385,6509006,6529294,6409224
1,0,1,1,6732350,6705127,6586384,6627160,6562646,6611755,6610193,6583589,6665730,6558140,6654778,6598247,6512200,6622534,6595387,6524620,6562999,6522846,6543707,6421584
2,31,1,1,6720513,6692765,6574311,6614952,6549927,6599765,6597040,6571406,6652826,6545108,6641137,6585632,6499179,6609556,6582119,6511361,6550217,6509978,6530738,6408169
3,0,1,1,6732997,6704712,6586016,6627741,6562822,6612008,6609444,6583373,6665271,6557784,6654417,6598417,6511347,6622535,6595041,6524884,6563019,6522745,6543212,6421506
4,31,1,1,6720478,6692109,6573156,6615144,6550014,6598971,6597100,6570288,6651882,6544913,6640677,6585311,6498534,6609319,6581572,6511925,6549629,6509734,6529918,6408565
5,0,1,1,6733004,6704759,6586491,6628481,6562195,6611712,6609129,6583266,6665049,6557675,6653833,6598070,6511488,6621611,6594549,6524647,6563419,6522172,6542782,6421347
6,31,1,1,6720967,6692358,6574346,6615406,6549856,6599820,6596941,6571313,6653338,6545566,6640887,6585927,6499336,6609369,6582002,6512092,6550717,6509784,6530501,6408724
7,0,1,1,6732150,6704544,6585471,6627390,6561773,6611634,6609446,6583279,6665289,6557993,6653273,6598228,6511431,6622499,6593983,6525020,6563312,6522283,6542913,6421056
8,31,1,1,6719286,6692368,6573233,6614724,6549830,6598873,6596622,6570311,6652589,6544860,6640261,6585014,6499218,6609240,6580138,6512092,6549750,6508845,6528857,6407617
9,0,1,1,6733068,6704894,6585620,6627911,6562493,6611889,6609957,6583725,6665229,6557150,6653927,6597853,6511725,6621474,6594291,6525685,6563624,6522725,6542459,6420520
