rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,1,6720430,6693149,6574033,6613066,6549868,6598377,6596003,6570964,6652890,6545801,6640810,6584030,6499216,6610388,6580447,6511518,6550276,6508874,6529534,6407274
1,0,0,1,6733466,6706385,6586769,6626726,6562115,6612415,6609737,6584110,6666623,6558873,6654290,6597527,6512235,6623441,6593842,6525883,6563814,6522680,6542908,6420160
2,31,0,1,6721029,6693626,6575060,6613869,6549641,6600266,6596790,6572067,6653855,6546136,6641901,6585273,6500049,6612084,6581724,6513038,6550177,6509739,6529548,6408121
3,0,0,1,6733724,6706271,6586662,6625542,6561927,6611936,6609123,6584396,6666527,6558098,6654675,6597583,6511736,6623842,6593722,6525223,6563293,6522277,6542345,6421194
4,31,0,1,6720646,6693474,6574422,6613152,6548983,6599139,6595881,6571041,6653500,6545550,6641241,6585035,6498231,6610577,6580541,6511975,6550076,6509349,6528891,6408371
5,0,0,1,6733425,6706971,6586031,6626402,6561902,6611392,6608733,6583495,6666239,6558235,6654579,6598577,6510825,6623756,6593717,6524658,6562916,6521744,6542564,6421212
6,31,0,1,6721191,6694001,6573818,6613808,6549802,6599038,6596510,6571513,6653133,6545529,6641283,6585718,6498170,6610516,6580861,6511952,6549968,6508891,6529692,6408480
7,0,0,1,6733528,6706619,6586193,6626633,6561958,6611755,6608909,6584349,6666278,6558152,6654446,6598404,6510903,6623406,6593283,6524822,6564276,6522109,6542955,6421244
8,31,0,1,6721029,6694183,6573822,6614505,6549676,6599216,6596832,6570708,6653288,6545734,6641618,6585369,6498447,6610291,6580625,6512099,6551400,6508644,6530531,6407961
9,0,0,1,6734236,6707216,6586542,6627424,6561697,6612497,6610182,6583918,6666397,6558380,6655312,6599303,6511747,6623336,6593715,6525401,6564643,6521812,6543317,6421095
