rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6719296,6692188,6572848,6612275,6548737,6599845,6596601,6569616,6652175,6544447,6639989,6584813,6496607,6608484,6581313,6511107,6549056,6508578,6527595,6408000
1,0,0,0,6730376,6703436,6583110,6624149,6560154,6611514,6607881,6581135,6664304,6556037,6652474,6597110,6508606,6620535,6593366,6523241,6561819,6520829,6540245,6419552
2,31,0,0,6719162,6691256,6572479,6612420,6548699,6599852,6595839,6569089,6653201,6544215,6640017,6584603,6497994,6608466,6581649,6511027,6549291,6508193,6527765,6406845
3,0,0,0,6731292,6703175,6584396,6624520,6560708,6611739,6608128,6581854,6665464,6556672,6652856,6597110,6509657,6619846,6593978,6523427,6561837,6520934,6540078,6419131
4,31,0,0,6718373,6691405,6572131,6611603,6548369,6599353,6595189,6568747,6652690,6543385,6639269,6584075,6497027,6607071,6581394,6509725,6548803,6507826,6526763,6406408
5,0,0,0,6731154,6703871,6584608,6625330,6561114,6611975,6608115,6581281,6665237,6555565,6652687,6596954,6509417,6619766,6594430,6524357,6562005,6521084,6540146,6419104
6,31,0,0,6720138,6692422,6573614,6612428,6549459,6600378,6596230,6569200,6652988,6544146,6640528,6585673,6498295,6608112,6582343,6511749,6549261,6509614,6528454,6407863
7,0,0,0,6731559,6704112,6584096,6624030,6560132,6611162,6607243,6580191,6664178,6555187,6652266,6597487,6509705,6619444,6593522,6523426,6560775,6521507,6540983,6419726
8,31,0,0,6719601,6692815,6573431,6613016,6548262,6599339,6595775,6568712,6652612,6543632,6639689,6585292,6497528,6607677,6581216,6510811,6549428,6508347,6528796,6407797
9,0,0,0,6731220,6704903,6585221,6624522,6559648,6611295,6607422,6580916,6664333,6556006,6652487,6597980,6510305,6619449,6593576,6523810,6562193,6520427,6541016,6419650
