rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6719062,6693525,6571497,6612492,6546667,6597470,6595434,6567229,6650474,6543356,6639652,6582881,6497904,6607355,6578532,6508812,6547048,6507241,6526442,6404093
1,0,0,0,6731894,6706192,6583805,6625688,6559159,6610065,6607580,6580783,6663529,6556830,6653055,6595871,6510444,6621403,6590738,6522427,6560794,6520036,6539305,6418386
2,31,0,0,6719488,6693150,6571921,6613873,6547009,6597575,6595555,6568502,6650814,6544470,6640471,6583191,6497930,6607978,6578423,6509902,6548236,6507329,6526477,6405478
3,0,0,0,6733282,6706902,6584994,6627480,6560848,6611594,6609538,6582459,6664296,6558882,6654562,6596998,6512206,6621982,6592650,6524177,6562661,6522099,6540723,6419760
4,31,0,0,6719766,6693016,6571767,6614022,6547613,6597478,6595926,6568892,6650742,6544826,6639989,6583176,6499021,6607967,6578666,6510257,6547910,6508279,6527813,6406003
5,0,0,0,6733357,6706295,6584916,6627548,6560790,6611004,6609847,6582114,6663784,6558791,6654269,6596834,6512026,6621837,6592612,6524244,6561955,6521896,6541437,6420163
6,31,0,0,6719353,6693677,6572180,6614205,6546936,6598423,6595930,6568545,6651097,6545436,6640500,6583554,6499183,6608468,6579634,6510338,6548095,6508762,6527064,6407386
7,0,0,0,6730315,6704944,6583229,6625450,6558476,6609802,6607655,6580506,6662826,6556857,6653100,6595564,6510148,6620117,6590385,6522061,6560775,6519764,6538758,6418551
8,31,0,0,6720510,6694396,6572981,6614789,6547587,6598416,6596561,6569847,6651952,6546461,6642016,6584516,6499271,6609283,6579738,6511198,6548742,6509226,6528259,6407757
9,0,0,0,6731575,6706297,6583771,6625899,6558576,6610365,6608693,6580890,6663121,6557681,6653608,6595936,6510525,6621057,6592557,6523295,6561202,6520460,6539997,6419916
10,31,0,0,6719944,6694336,6572144,6614189,6546135,6598095,6596809,6568655,6650709,6544977,6641050,6584115,6498680,6609114,6580058,6510814,6549549,6508352,6527193,6406989
11,0,0,0,6731392,6706549,6583708,6625764,6558433,6609771,6608454,6581263,6662706,6557528,6652596,6596242,6510156,6621734,6591628,6522866,6561649,6519902,6539142,6419612
12,31,0,0,6719603,6694602,6571468,6614429,6546475,6597991,6596509,6569135,6650400,6545024,6640718,6583800,6497916,6608922,6578736,6510887,6549119,6508003,6526985,6407557
13,0,0,0,6731929,6706480,6583474,6626127,6558471,6609828,6608583,6581065,6663253,6557608,6653453,6596441,6510211,6621040,6590861,6523735,6561683,6520215,6539983,6419872
14,31,0,0,6720931,6694558,6572470,6614225,6547451,6598353,6597142,6569588,6651283,6546154,6641599,6585109,6499030,6608768,6579778,6511368,6549358,6508757,6527874,6408751
