rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6719725,6695541,6571647,6612399,6548637,6598511,6595597,6570312,6650793,6544553,6639675,6583321,6497269,6607905,6581844,6510271,6547526,6508744,6527901,6406458
1,0,1,1,6732035,6708275,6583836,6625365,6561094,6611370,6608095,6582794,6663845,6556930,6652369,6596128,6510624,6621146,6594639,6524335,6560773,6521350,6540752,6418222
2,31,1,1,6719789,6696288,6571438,6613325,6549556,6599481,6595463,6570416,6650982,6544732,6640381,6584015,6498603,6609372,6582965,6511457,6548110,6509121,6528815,6406515
3,0,1,1,6733327,6709061,6584476,6626013,6562097,6612669,6609008,6583435,6664934,6557838,6653423,6597607,6511966,6622539,6595767,6525515,6562339,6522088,6542399,6419928
4,31,1,1,6719221,6695601,6570929,6613192,6548457,6598839,6594487,6568547,6651116,6543776,6639353,6583462,6497702,6607672,6580620,6511102,6548093,6508292,6527920,6405990
5,0,1,1,6732792,6709294,6584085,6627088,6562007,6613110,6608285,6582531,6664976,6558113,6654565,6597885,6511629,6622674,6595003,6524708,6562613,6522357,6542052,6420131
6,31,1,1,6721513,6697422,6573036,6616088,6550357,6601037,6596521,6571246,6653563,6545907,6642077,6586084,6499812,6610472,6582155,6512666,6549947,6510613,6529988,6407889
7,0,1,1,6733078,6708953,6584629,6627719,6561974,6611746,6608405,6583580,6665849,6558384,6653653,6598167,6511561,6622352,6594373,6525078,6562900,6522859,6542364,6420314
8,31,1,1,6720975,6696399,6572226,6615394,6549129,6599474,6595690,6570695,6652375,6545451,6640409,6585077,6498503,6609451,6581803,6511503,6549696,6509807,6529472,6407006
9,0,1,1,6733364,6708873,6584441,6628337,6561748,6612554,6609166,6583519,6665468,6557900,6653574,6598489,6511569,6622128,6595211,6524581,6562441,6522667,6543313,6420499
10,31,1,1,6720685,6696322,6572057,6614920,6549551,6599983,6595598,6570678,6652277,6544642,6640829,6585761,6498751,6608880,6581781,6511510,6549102,6509882,6529935,6408923
11,0,1,1,6732657,6707895,6583640,6626950,6561578,6612304,6608066,6582950,6664497,6556995,6653911,6597685,6511094,6621018,6595221,6524590,6560873,6522329,6542415,6420540
12,31,1,1,6720942,6696591,6571769,6615224,6549367,6600201,6596206,6571416,6652449,6544704,6640917,6585988,6499852,6609358,6583330,6512342,6549299,6509829,6530028,6407877
13,0,1,1,6733314,6708398,6583394,6627475,6560996,6612610,6608417,6583167,6664582,6557615,6653246,6597898,6512108,6621281,6594778,6525342,6561683,6522408,6542800,6420749
14,31,1,1,6720318,6695854,6571547,6614860,6549368,6600134,6596428,6570910,6652738,6544770,6640521,6585653,6499773,6609421,6581464,6511882,6548746,6510224,6530343,6408422
