rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6717018,6691086,6568095,6610191,6545803,6594248,6589062,6565417,6647509,6539740,6641003,6579309,6496044,6605085,6577775,6506822,6548151,6503038,6522872,6403857
1,0,0,0,6729238,6703058,6579522,6623341,6557571,6607398,6600699,6577877,6659942,6551767,6653728,6592098,6508193,6618261,6590542,6520106,6561926,6514951,6535306,6416259
2,31,0,0,6716755,6691352,6567891,6611224,6546017,6594958,6588728,6565165,6646717,6539038,6640646,6579093,6495655,6605470,6577348,6507014,6549190,6502270,6522698,6404237
3,0,0,0,6729295,6703565,6579459,6622804,6557472,6607257,6600509,6577593,6659338,6552008,6653127,6591730,6508254,6617986,6590067,6520577,6561531,6514450,6535603,6416678
4,31,0,0,6716926,6690789,6568393,6610571,6545572,6595244,6589033,6565360,6647495,6539521,6640637,6579633,6495458,6605684,6577827,6507351,6548514,6502497,6522911,6404632
5,0,0,0,6729008,6702617,6579553,6623336,6557203,6607477,6601451,6576935,6660068,6551807,6653034,6592062,6506718,6616772,6589460,6519827,6559865,6515060,6535159,6416727
6,31,0,0,6716579,6691363,6568081,6611732,6546193,6595868,6589295,6565006,6648475,6539153,6640737,6580097,6494718,6604816,6576744,6507836,6547168,6502631,6522810,6404871
7,0,0,0,6727793,6702758,6578965,6623212,6556841,6607148,6600354,6576204,6659651,6551446,6653257,6591923,6506502,6616549,6588128,6520057,6559528,6514484,6534919,6416357
8,31,0,0,6716132,6691007,6567012,6611223,6544739,6595065,6589165,6564129,6647435,6539315,6641467,6579811,6495195,6604288,6576788,6507891,6547510,6502310,6522666,6404791
9,0,0,0,6729497,6703924,6579082,6624401,6556693,6607786,6601839,6577945,6660166,6551716,6654457,6592876,6508000,6617381,6589533,6520374,6560694,6515203,6536081,6417270
10,31,0,0,6717429,6691474,6567354,6612430,6544602,6595920,6590028,6566014,6647844,6540137,6641371,6580439,6495402,6604703,6576972,6507053,6547973,6502852,6524232,6405137
11,0,0,0,6729375,6703058,6579724,6624147,6556962,6607801,6601643,6577536,6659431,6552315,6652767,6592122,6508369,6616959,6588920,6519723,6560442,6515352,6536802,6417946
