rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6716694,6689688,6568887,6609925,6544924,6593290,6588559,6566432,6648431,6538530,6638745,6578196,6495170,6604052,6575809,6507824,6547058,6502316,6523664,6404590
1,0,0,0,6730540,6702013,6582332,6623392,6558651,6607786,6602668,6579958,6662612,6552176,6653022,6592576,6509577,6617971,6590095,6522303,6561187,6515677,6537704,6418893
2,31,0,0,6716791,6688609,6569696,6611004,6545801,6595168,6589315,6567449,6649349,6538897,6639587,6579316,6496687,6604568,6576682,6509300,6547585,6502613,6523974,6406094
3,0,0,0,6728899,6700790,6581607,6623919,6557730,6606804,6602350,6579719,6662138,6551054,6652489,6591460,6508676,6617526,6589249,6521995,6560070,6515356,6536329,6417188
4,31,0,0,6717093,6688987,6569475,6611636,6544777,6594918,6590088,6567051,6649017,6538342,6639543,6578869,6495823,6604241,6577021,6508306,6547264,6502475,6523403,6404250
5,0,0,0,6729075,6701250,6581611,6623522,6557508,6608321,6602768,6579359,6662181,6551536,6653276,6592145,6508531,6617273,6590812,6521502,6560835,6515793,6537532,6416919
6,31,0,0,6716847,6688459,6569387,6611286,6545206,6595201,6589611,6567095,6649133,6538461,6639967,6579399,6495714,6606293,6577310,6508406,6547416,6502620,6524415,6403865
7,0,0,0,6728971,6701704,6581815,6623332,6557169,6608274,6602198,6580196,6661391,6551617,6652557,6592162,6508462,6618172,6589761,6521937,6560847,6515442,6537025,6416758
8,31,0,0,6716946,6689716,6568923,6611532,6545173,6595298,6589592,6567183,6648959,6538426,6639575,6579648,6497030,6606069,6576889,6508692,6548437,6502248,6524254,6404505
9,0,0,0,6728865,6701274,6579688,6623172,6556482,6606721,6601199,6578590,6659883,6550883,6652100,6591420,6508041,6617347,6589042,6521114,6560074,6514382,6535939,6416060
10,31,0,0,6716435,6689089,6567094,6611782,6544781,6593968,6588824,6566971,6647506,6538396,6639306,6579650,6496021,6605202,6576269,6508199,6547650,6501609,6523435,6404043
11,0,0,0,6729170,6701984,6579250,6623702,6556948,6606789,6602089,6579947,6660548,6550665,6652625,6592265,6508914,6617860,6589117,6521642,6560882,6515162,6536094,6416808
12,31,0,0,6717742,6689552,6568511,6611840,6545280,6594434,6589991,6566871,6648433,6538608,6640565,6579993,6496553,6606082,6576904,6508730,6549488,6502458,6524298,6404924
13,0,0,0,6730788,6702123,6580403,6624360,6557320,6606819,6601994,6579397,6661025,6551639,6653398,6592960,6508475,6618494,6589927,6521881,6562470,6515038,6536958,6417149
14,31,0,0,6717544,6689321,6567605,6611992,6544510,6593886,6589708,6565817,6647799,6538288,6640371,6580009,6496153,6606126,6576747,6508478,6548587,6502181,6523837,6404553
15,0,0,0,6729706,6701095,6579211,6623932,6556444,6605755,6601547,6578169,6659991,6550492,6652335,6591945,6507947,6617925,6589090,6520830,6560883,6514508,6535888,6416402
16,31,0,0,6717587,6690108,6568077,6612388,6544682,6594001,6589774,6566915,6648153,6538856,6640039,6579914,6495790,6604993,6576532,6508209,6548513,6502504,6524013,6404523
17,0,0,0,6729133,6702876,6580219,6624567,6556566,6606582,6602110,6579577,6660909,6551635,6652687,6592826,6508816,6617716,6589181,6521184,6561630,6515399,6537027,6417127
18,31,0,0,6716779,6689577,6567905,6612479,6544712,6594344,6589888,6566960,6648208,6538776,6639251,6579669,6496016,6604823,6577097,6508466,6547920,6502678,6524897,6404345
19,0,0,0,6729398,6702696,6580841,6624451,6557336,6607135,6603251,6579934,6661443,6551341,6652136,6593019,6508908,6618612,6590280,6521932,6562226,6516579,6538246,6417782
20,31,0,0,6716641,6689745,6567688,6611394,6544219,6593015,6589860,6566536,6647634,6537858,6639232,6579325,6495910,6604999,6576646,6508107,6548493,6502173,6525095,6404928
21,0,0,0,6729551,6702293,6580337,6622843,6556442,6605293,6601952,6578968,6661010,6550205,6651874,6592628,6508319,6617955,6589158,6521465,6561820,6515035,6536999,6417589
