rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6717092,6690102,6568555,6609503,6544890,6595221,6589330,6565575,6647741,6538499,6639138,6579039,6494476,6603329,6576126,6506623,6547795,6503073,6523083,6405080
1,0,1,1,6729084,6701666,6580680,6622592,6557935,6608188,6601867,6578229,6660545,6551628,6652666,6592030,6507011,6615635,6588872,6519556,6561698,6516239,6535832,6418030
2,31,1,1,6717273,6689690,6567641,6610947,6545021,6596543,6589909,6565995,6647373,6538803,6640053,6579955,6494363,6604906,6576158,6507211,6548233,6503639,6522582,6405102
3,0,1,1,6729236,6702889,6579460,6623475,6556733,6608043,6601852,6578055,6660876,6551038,6652856,6592427,6506998,6617156,6588941,6519995,6560998,6516058,6535872,6417265
4,31,1,1,6716697,6690179,6567542,6610491,6544373,6595527,6589665,6566122,6647655,6538391,6639775,6579700,6494184,6603695,6576250,6507767,6548169,6502687,6523412,6404755
5,0,1,1,6729384,6702337,6579849,6622918,6556472,6607756,6602291,6578968,6661303,6551144,6652950,6591733,6507453,6616502,6588630,6520760,6561701,6515349,6536444,6417613
6,31,1,1,6716552,6689241,6567898,6611221,6544475,6595311,6590184,6566296,6649157,6539002,6640193,6579686,6494560,6604756,6575658,6507626,6548757,6502771,6523458,6405128
7,0,1,1,6729360,6701798,6579494,6622940,6556413,6607474,6602616,6578301,6661188,6550746,6652480,6592333,6506893,6617177,6588460,6520227,6561035,6515494,6535247,6416585
8,31,1,1,6717412,6689705,6567312,6610750,6544704,6595750,6590584,6566515,6649116,6538561,6640011,6579994,6494685,6604906,6576000,6507836,6548298,6503493,6522886,6403909
9,0,1,1,6729082,6701943,6580023,6622905,6556172,6608077,6602128,6578401,6660969,6551107,6653051,6592170,6506950,6617883,6588102,6519904,6560757,6515658,6536093,6416444
10,31,1,1,6717622,6689909,6568111,6611379,6544819,6596366,6590700,6566217,6648946,6539468,6641464,6580449,6495132,6605486,6577080,6507937,6549134,6503552,6524288,6404839
11,0,1,1,6728606,6701530,6579502,6624054,6556128,6608565,6602335,6578450,6661046,6551489,6653296,6593060,6507124,6618043,6589669,6519838,6561679,6516682,6537026,6417032
12,31,1,1,6716482,6689938,6568307,6611104,6543937,6596492,6590439,6566098,6648143,6539211,6641306,6580660,6494962,6605613,6576466,6507467,6548624,6503774,6524424,6404739
13,0,1,1,6729047,6702485,6581073,6624024,6556121,6609463,6603003,6578224,6660927,6550636,6653912,6593483,6508094,6618289,6589480,6520453,6562063,6517197,6537411,6417380
14,31,1,1,6717147,6690686,6568324,6611877,6544300,6596576,6590457,6566596,6648385,6539023,6640827,6580529,6495328,6605199,6577067,6507985,6549166,6504021,6525435,6404064
15,0,1,1,6729272,6702320,6580504,6623143,6556238,6609265,6602884,6579056,6660864,6550997,6652959,6593093,6507914,6617527,6589311,6520544,6561111,6516274,6537854,6416753
16,31,1,1,6717250,6689417,6567822,6609765,6543646,6596394,6590378,6565319,6647385,6538649,6639707,6580220,6494766,6603898,6576585,6507531,6547751,6503065,6524627,6404029
17,0,1,1,6729446,6701632,6579963,6623585,6556204,6609005,6603170,6578324,6660778,6551122,6652894,6592818,6507141,6616644,6589571,6520480,6561421,6516284,6537754,6417593
18,31,1,1,6715898,6688516,6566734,6609872,6543036,6595456,6589878,6564838,6646808,6537518,6640277,6579430,6493418,6603943,6575890,6506077,6547553,6502206,6523555,6404178
19,0,1,1,6728991,6701848,6579534,6622634,6555768,6608641,6602645,6578051,6660505,6551192,6653840,6592169,6506479,6617711,6588198,6519615,6561147,6516018,6537162,6417811
20,31,1,1,6717907,6690668,6568351,6611538,6544206,6597122,6591621,6566419,6648708,6538995,6642320,6581214,6495160,6605449,6575958,6507993,6549124,6504056,6525024,6405811
21,0,1,1,6729413,6702203,6579431,6622123,6555641,6608533,6602823,6577558,6660317,6550936,6654106,6592777,6506535,6617414,6588324,6520357,6561463,6516467,6536620,6417313
