rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,1,6717400,6689391,6568322,6610800,6545014,6595271,6588826,6566036,6646548,6539874,6640959,6578126,6495856,6602877,6575644,6506163,6547404,6500795,6523047,6405250
1,0,0,1,6730678,6703143,6580622,6624194,6557939,6607504,6601627,6579031,6659923,6552951,6654093,6591064,6508764,6617179,6589191,6519711,6560223,6514445,6535769,6418415
2,31,0,1,6718676,6691368,6567741,6611878,6545248,6595081,6588998,6566556,6647691,6539904,6640969,6578806,6496730,6603771,6576152,6507177,6546870,6502112,6522893,6405446
3,0,0,1,6731650,6703373,6580867,6625553,6558245,6608645,6602924,6580291,6661198,6553323,6654259,6592237,6509723,6617373,6589141,6520670,6560433,6516305,6535722,6419061
4,31,0,1,6718859,6690253,6567923,6612885,6545704,6595611,6589854,6566337,6648104,6540626,6640712,6579194,6496857,6604256,6576249,6507405,6547502,6502155,6522564,6405798
5,0,0,1,6730376,6702064,6579789,6624124,6557055,6608100,6601551,6578460,6659464,6552308,6653739,6591531,6508874,6616273,6588382,6519686,6561038,6513829,6534994,6417816
6,31,0,1,6717783,6689771,6567531,6611536,6544517,6596086,6589123,6566436,6646998,6539166,6640567,6579143,6496544,6603855,6576010,6506602,6547928,6501885,6522712,6405457
7,0,0,1,6730459,6702342,6579826,6624182,6556946,6608898,6602292,6579066,6659769,6552780,6653415,6592000,6508888,6616366,6589100,6520043,6561494,6515309,6536131,6418547
8,31,0,1,6718191,6690401,6567994,6611643,6544095,6596607,6589865,6566480,6647170,6539623,6640059,6579217,6496377,6603437,6575892,6506914,6547748,6502113,6523526,6404697
9,0,0,1,6730925,6702565,6579909,6624586,6556665,6608434,6602351,6579001,6659848,6551777,6653130,6591855,6508832,6616389,6588952,6520038,6560680,6515245,6536981,6417692
10,31,0,1,6717970,6689831,6567397,6611670,6543241,6595142,6589297,6565901,6647564,6538398,6639656,6578533,6495830,6603069,6575924,6506669,6547818,6502301,6523604,6405227
11,0,0,1,6732542,6703514,6580796,6625223,6557203,6609363,6603222,6579758,6661475,6552492,6653825,6592402,6510225,6616993,6589295,6521006,6562296,6515861,6537864,6419851
12,31,0,1,6718526,6689672,6567839,6611459,6543913,6595307,6589390,6566211,6647405,6538691,6639660,6578118,6496634,6603616,6574832,6506568,6548516,6501708,6523307,6405991
13,0,0,1,6730911,6702767,6579738,6623630,6556214,6607656,6601469,6578985,6661119,6551969,6652200,6591100,6508548,6616151,6587767,6519842,6561091,6515000,6536379,6418493
14,31,0,1,6718934,6690559,6566799,6610949,6543934,6594927,6589432,6566142,6648185,6539554,6639340,6577225,6495955,6603228,6575020,6506241,6547430,6501875,6523225,6406169
15,0,0,1,6732129,6703603,6579152,6624766,6557306,6608297,6602812,6579819,6661326,6552792,6654216,6591467,6508966,6616822,6589039,6520374,6561391,6515996,6537217,6419966
16,31,0,1,6718530,6690332,6566123,6611172,6543722,6595063,6589507,6566095,6647980,6538967,6639941,6578180,6496034,6602988,6575608,6506505,6547527,6502011,6523751,6405741
17,0,0,1,6730948,6703419,6579296,6623932,6556842,6608262,6602507,6578629,6660951,6552210,6653041,6591209,6508766,6616297,6588810,6519907,6560532,6515622,6536874,6418590
18,31,0,1,6718863,6691295,6567203,6611991,6544287,6596152,6590419,6566347,6648384,6540009,6640155,6578792,6497239,6604913,6575723,6507944,6547866,6503124,6524126,6406486
19,0,0,1,6732129,6703324,6579763,6624541,6556938,6608693,6602741,6579452,6660923,6551996,6653026,6592175,6509191,6617297,6589216,6521092,6561440,6515646,6537047,6418808
20,31,0,1,6719302,6691107,6567862,6612292,6544888,6596219,6590476,6566982,6648478,6539660,6640496,6579342,6497297,6605038,6577019,6507957,6548697,6503166,6524590,6406169
21,0,0,1,6731725,6703582,6579569,6624546,6557371,6608607,6603232,6579404,6661161,6552374,6653950,6592224,6509409,6617787,6588971,6520427,6561573,6515670,6537244,6418688
22,31,0,1,6720063,6691831,6567841,6612388,6545492,6596317,6590881,6567197,6648589,6540904,6642153,6580134,6497370,6605299,6576497,6508418,6549012,6503403,6524608,6406767
23,0,0,1,6731934,6703714,6578938,6624517,6557191,6608131,6602464,6579247,6660591,6552919,6654231,6592107,6508957,6617118,6588252,6521047,6561785,6515166,6537068,6419130
24,31,0,1,6720669,6691329,6567802,6612415,6545434,6596149,6590169,6567025,6648940,6540808,6641811,6580038,6496941,6604652,6575245,6508306,6548789,6503028,6525045,6406481
25,0,0,1,6732587,6704022,6580290,6624835,6557840,6609008,6602152,6579868,6661125,6553850,6654531,6592556,6509368,6617255,6588565,6521499,6562715,6515936,6538436,6419358
26,31,0,1,6718592,6690108,6567234,6611275,6544881,6595091,6589471,6566423,6647377,6539465,6640764,6578456,6496454,6603791,6574441,6507075,6548703,6502617,6524135,6406030
27,0,0,1,6731989,6703706,6579701,6624650,6558107,6607711,6603367,6579951,6660622,6552626,6654392,6592011,6508784,6616880,6588603,6520803,6562224,6516249,6537995,6419367
28,31,0,1,6719675,6691384,6567603,6612843,6545430,6596309,6591046,6566842,6648128,6539923,6641868,6579937,6496897,6604907,6575693,6508491,6549016,6503266,6525679,6406661
29,0,0,1,6730762,6703282,6579888,6625384,6557511,6608625,6602743,6579050,6660589,6552812,6654240,6592456,6508597,6616688,6589522,6520540,6560817,6515885,6537480,6418506
