rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1023,6727265,6698946,6580230,6619020,6556774,6606250,6602006,6576129,6657182,6550214,6647824,6589131,6505205,6613012,6586597,6519962,6556328,6514575,6535171,6415705
1,0,1,1023,6739798,6712272,6593027,6634153,6569370,6618065,6615384,6588542,6670485,6562333,6661355,6602198,6517229,6627105,6600405,6533875,6570177,6527532,6548407,6428303
2,31,1,1023,6727715,6700060,6580759,6622735,6557437,6606491,6602971,6576103,6659068,6550192,6649038,6590394,6505669,6615922,6587891,6521359,6559072,6515136,6535630,6415688
3,0,1,1023,6740067,6712507,6592825,6634812,6569376,6618389,6614381,6587978,6671846,6562326,6661598,6602734,6518533,6627316,6599930,6534436,6571785,6527741,6548610,6428353
4,31,1,1023,6727920,6700322,6579773,6622561,6557244,6606385,6602673,6575771,6658901,6550065,6648673,6590602,6505276,6614227,6587630,6521250,6558571,6515154,6535615,6416029
5,0,1,1023,6739880,6713214,6591469,6635249,6568368,6619298,6614494,6588138,6671598,6563320,6661250,6603097,6517915,6626090,6599871,6534314,6570201,6527454,6547955,6427900
6,31,1,1023,6727771,6700166,6579986,6622856,6556545,6606589,6601503,6575629,6658591,6549926,6648636,6590592,6505530,6614094,6587823,6520898,6557761,6514733,6535201,6415255
7,0,1,1023,6740247,6712544,6591994,6635538,6569072,6618776,6613943,6587441,6671047,6562497,6661655,6602817,6517778,6626701,6600125,6534158,6570547,6527922,6548178,6428034
8,31,1,1023,6726825,6699319,6579657,6622457,6555866,6606140,6601668,6574609,6658050,6548978,6648455,6589378,6505022,6612677,6586965,6520177,6556175,6514900,6534443,6415619
9,0,1,1023,6739152,6712906,6592539,6634913,6568374,6619255,6614559,6587528,6671104,6561766,6661652,6602560,6517858,6625565,6599619,6533573,6570010,6527635,6548269,6428063
10,31,1,1023,6727191,6700873,6580496,6622658,6556080,6606735,6601959,6574765,6658642,6548764,6648633,6589524,6504998,6612958,6586868,6520142,6557071,6515044,6535797,6415424
11,0,1,1023,6740991,6713522,6593220,6635433,6568658,6620100,6615037,6588306,6672264,6562221,6661902,6603370,6518282,6625596,6600397,6533817,6571005,6528537,6549599,6428939
12,31,1,1023,6728771,6701919,6580593,6622506,6555932,6607369,6601310,6575213,6658834,6549469,6648714,6590290,6505086,6613364,6586888,6520137,6557611,6515591,6536291,6415453
13,0,1,1023,6740823,6714835,6592602,6634385,6568866,6619149,6613629,6587922,6671877,6562222,6661929,6603304,6517203,6625086,6600178,6533455,6570914,6528264,6549060,6427046
14,31,1,1023,6728629,6702456,6580418,6621982,6555719,6606547,6600653,6575086,6658468,6548993,6648759,6589956,6504985,6611951,6587019,6519821,6557218,6514544,6536135,6415414
15,0,1,1023,6741485,6715290,6593381,6635165,6569328,6619383,6614324,6587781,6671727,6562371,6661704,6603013,6518127,6626235,6600086,6534325,6571152,6528095,6548901,6428135
16,31,1,1023,6728993,6702632,6580487,6622746,6556537,6606169,6602279,6575146,6659085,6549597,6649153,6590517,6506053,6613898,6586670,6520958,6558454,6514538,6536109,6414920
17,0,1,1023,6740942,6714389,6592268,6634135,6568604,6618203,6613795,6586977,6671330,6561751,6661152,6602686,6518111,6626394,6598540,6533198,6570593,6527220,6548446,6427588
18,31,1,1023,6728613,6701502,6579838,6621527,6556136,6606599,6602165,6575367,6659295,6548851,6648475,6590485,6505310,6614124,6586763,6520459,6557787,6514665,6535735,6415682
19,0,1,1023,6741249,6714724,6592784,6634794,6568488,6619294,6614444,6587830,6671641,6562498,6661868,6603356,6517977,6626249,6599821,6533706,6571556,6528072,6548353,6428331
20,31,1,1023,6727907,6702643,6580218,6622074,6556163,6606134,6601362,6575244,6657739,6549409,6647974,6590059,6505070,6614232,6586222,6521003,6557044,6514853,6535476,6414711
21,0,1,1023,6740499,6714527,6592380,6634205,6568130,6618371,6614073,6587112,6671174,6562545,6661259,6602391,6517780,6626708,6598894,6533662,6570228,6527566,6548262,6427727
22,31,1,1023,6728678,6702409,6580464,6622623,6556665,6607271,6602345,6574971,6659448,6550001,6648966,6589898,6505668,6613948,6586226,6520707,6557704,6515276,6535841,6415612
23,0,1,1023,6739995,6714014,6591451,6634081,6567640,6618972,6614049,6586699,6670578,6561945,6661091,6602117,6517304,6625103,6598723,6532989,6569891,6527297,6547579,6427668
24,31,1,1023,6728345,6701973,6579548,6621617,6555690,6606316,6601305,6574653,6658543,6549017,6648020,6589485,6505209,6612368,6586431,6520569,6556929,6514896,6533885,6415479
25,0,1,1023,6740481,6714018,6591682,6634117,6567828,6618466,6614290,6587096,6671414,6562062,6661365,6601463,6517390,6626446,6599203,6534192,6570514,6527978,6547117,6428081
26,31,1,1023,6727614,6701898,6579464,6622639,6555668,6606595,6602174,6575339,6658727,6549581,6648474,6589362,6505030,6613289,6586202,6521043,6557646,6514818,6535077,6415208
27,0,1,1023,6739171,6713391,6590976,6634507,6567682,6618681,6613099,6586854,6670789,6561005,6661036,6601644,6516889,6624597,6598706,6532992,6569052,6527081,6546986,6427643
28,31,1,1023,6727601,6701402,6579549,6622119,6555226,6606331,6601060,6574926,6658174,6548056,6648016,6590169,6505700,6612799,6586754,6521032,6556225,6514465,6535309,6415420
29,0,1,1023,6740047,6714290,6592238,6634646,6568317,6619141,6614357,6587363,6671101,6561656,6661641,6602829,6518042,6626091,6599431,6534352,6569937,6528329,6548410,6428354
30,31,1,1023,6727923,6702310,6580261,6622654,6556925,6607189,6601878,6575398,6658607,6549565,6648492,6590303,6505573,6613686,6587132,6521379,6556952,6514998,6535899,6416126
31,0,1,1023,6740561,6714187,6592420,6635213,6568955,6619255,6614373,6587573,6670549,6562261,6660581,6602911,6517247,6625091,6599610,6533669,6570484,6527859,6548682,6427463
32,31,1,1023,6728732,6702318,6580528,6622983,6556918,6607371,6602541,6575270,6658753,6550327,6648068,6591106,6504790,6613207,6587634,6521395,6557737,6515564,6535627,6415420
33,0,1,1023,6740186,6713797,6591593,6634128,6568821,6618855,6615074,6586748,6670886,6562356,6661658,6602702,6517343,6626211,6600003,6533926,6569734,6527765,6547965,6427518
34,31,1,1023,6728360,6701605,6579413,6622461,6557006,6606257,6602587,6574301,6658972,6549830,6648854,6589667,6504746,6614188,6587265,6521321,6555572,6515160,6535261,6415703
35,0,1,1023,6740663,6713613,6591581,6634630,6568669,6618600,6614770,6586865,6671385,6562171,6661377,6602364,6517108,6626361,6599097,6533708,6569287,6527690,6548163,6428040
36,31,1,1023,6728588,6703003,6580201,6623141,6557496,6607118,6602424,6575345,6659821,6549390,6648743,6590545,6505907,6614227,6586946,6521656,6557183,6515498,6536451,6416777
37,0,1,1023,6740759,6715147,6592627,6635763,6569492,6619545,6615526,6587465,6672208,6562095,6661634,6603274,6518736,6626744,6600684,6534630,6569607,6528759,6549236,6428937
38,31,1,1023,6727657,6701563,6579973,6622444,6556346,6606218,6602269,6574408,6658562,6548560,6647751,6589748,6505487,6613671,6586465,6520690,6556710,6515162,6535171,6415031
39,0,1,1023,6740468,6713956,6592280,6635221,6569187,6619202,6614810,6586958,6672304,6562531,6661921,6603450,6518264,6626531,6599983,6534114,6570402,6527719,6548508,6427837
40,31,1,1023,6727116,6700587,6579310,6623074,6556740,6606234,6601675,6574954,6658924,6550309,6647944,6589810,6504613,6612922,6586675,6520342,6557107,6514286,6534619,6414704
41,0,1,1023,6739964,6712784,6590627,6635289,6569269,6618899,6614571,6587224,6671374,6561957,6660241,6602889,6516866,6625680,6599227,6533402,6569042,6527085,6547280,6426873
42,31,1,1023,6728013,6701772,6578648,6623104,6556610,6606767,6602505,6574864,6658849,6549949,6647881,6590287,6505956,6613858,6586582,6520477,6556123,6515109,6535131,6415224
43,0,1,1023,6739754,6713002,6590888,6634799,6567971,6618578,6614808,6586806,6671241,6562474,6660619,6602633,6517458,6625871,6599213,6533660,6568848,6527451,6547663,6426820
44,31,1,1023,6727507,6700827,6579290,6622642,6556376,6606755,6601887,6574289,6659360,6549454,6647817,6590440,6505569,6612880,6586861,6520701,6556402,6515174,6534718,6415437
45,0,1,1023,6739980,6712741,6591243,6636138,6568373,6618699,6615524,6587160,6671353,6561836,6661209,6603617,6518104,6625655,6599821,6533617,6569742,6527983,6547904,6428263
46,31,1,1023,6728139,6700879,6579027,6623690,6556279,6606510,6602501,6574944,6658819,6549784,6648085,6591063,6505790,6612748,6587428,6520820,6557381,6515552,6536005,6416063
47,0,1,1023,6740291,6713522,6591632,6635900,6569709,6619296,6615405,6586833,6671218,6563080,6661014,6603575,6518496,6626577,6600843,6533969,6570230,6528742,6548888,6428875
48,31,1,1023,6727330,6700557,6579136,6622663,6556116,6605996,6602010,6573452,6657672,6550127,6646868,6589672,6505188,6613658,6587222,6519993,6556256,6514900,6534716,6414762
49,0,1,1023,6739299,6712944,6591496,6635153,6568524,6618317,6614543,6586012,6670204,6562390,6660098,6602680,6517178,6625834,6599710,6533444,6568865,6527103,6547060,6426849
50,31,1,1023,6727906,6701444,6579536,6623220,6556658,6606786,6602522,6574746,6658510,6550128,6647711,6590323,6504889,6613753,6587400,6521584,6556047,6514718,6535160,6415551
51,0,1,1023,6740488,6714442,6591966,6636667,6569069,6619372,6615567,6587768,6671771,6563336,6661395,6603388,6518515,6625906,6600565,6534620,6569711,6528055,6547771,6428195
52,31,1,1023,6726453,6701050,6578125,6622904,6556548,6606014,6602548,6573931,6658105,6549638,6646878,6589800,6505273,6612594,6585797,6520452,6556004,6513741,6534036,6414588
53,0,1,1023,6739989,6714316,6591284,6636530,6570447,6619457,6615678,6588512,6671734,6563370,6660939,6602831,6519339,6626117,6599728,6534755,6569946,6528067,6548221,6428369
54,31,1,1023,6727741,6701899,6579183,6624423,6557930,6607552,6602993,6576444,6659415,6550641,6648316,6590066,6506583,6614360,6586913,6521955,6557787,6515623,6534779,6416253
55,0,1,1023,6738829,6712396,6591194,6635252,6569195,6619325,6615278,6588558,6671250,6563469,6661066,6602607,6518326,6625878,6599078,6534488,6570020,6527360,6547180,6427824
56,31,1,1023,6727784,6700971,6580042,6623999,6557412,6606477,6603730,6576066,6659709,6550981,6647899,6590280,6506537,6612580,6587089,6522046,6557487,6515253,6534831,6415945
57,0,1,1023,6739997,6713057,6591624,6635855,6568941,6618525,6615106,6588008,6672027,6563186,6660584,6603291,6518759,6626107,6599981,6535002,6570200,6527858,6548016,6428044
