rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,1,0,-1,76726,76304,75491,75488,76076,69371,68188,68698,68318,68158,77028,76267,75734,76241,75880,65883,65152,65321,65747,65220
1,0,0,-1,77327,76869,76069,76063,76665,69833,68650,69163,68792,68626,77614,76858,76319,76824,76445,66337,65614,65782,66211,65679
2,1,0,-1,76744,76296,75497,75495,76089,69368,68191,68719,68330,68165,77024,76280,75735,76252,75871,65883,65144,65327,65769,65229
3,0,0,-1,77322,76875,76069,76046,76674,69833,68650,69187,68799,68629,77602,76844,76315,76828,76442,66333,65595,65781,66223,65686
4,1,0,-1,76742,76308,75525,75482,76098,69384,68209,68733,68349,68172,77017,76274,75763,76259,75868,65884,65158,65326,65766,65244
5,0,0,-1,77322,76895,76091,76049,76666,69835,68671,69196,68795,68630,77600,76855,76349,76844,76445,66338,65612,65779,66218,65694
6,1,0,-1,76749,76310,75522,75489,76098,69378,68213,68729,68340,68174,77018,76277,75761,76270,75872,65894,65162,65324,65765,65237
7,0,0,-1,77335,76881,76088,76049,76684,69840,68666,69195,68809,68619,77603,76851,76339,76848,76455,66327,65613,65776,66216,65683
8,1,0,-1,76757,76306,75535,75497,76116,69386,68222,68734,68359,68181,77023,76280,75760,76272,75888,65890,65158,65329,65762,65250
9,0,0,-1,77320,76872,76071,76049,76675,69835,68664,69190,68800,68618,77600,76853,76333,76843,76440,66328,65600,65772,66214,65685
10,1,0,-1,76756,76291,75518,75494,76107,69374,68210,68724,68339,68166,77019,76282,75768,76277,75873,65880,65156,65328,65751,65229
11,0,0,-1,77350,76883,76088,76051,76684,69830,68676,69196,68801,68629,77604,76870,76354,76854,76453,66343,65628,65787,66208,65697
12,1,0,-1,76745,76298,75512,75474,76097,69366,68209,68721,68332,68163,77017,76279,75752,76259,75863,65887,65164,65325,65750,65230
13,0,0,-1,77335,76871,76077,76040,76671,69830,68666,69194,68789,68624,77587,76866,76331,76834,76441,66334,65624,65768,66209,65679
14,1,0,-1,76750,76302,75526,75482,76110,69386,68214,68729,68347,68170,77016,76289,75764,76258,75872,65895,65176,65331,65772,65235
15,0,0,-1,77325,76870,76082,76037,76678,69828,68655,69182,68793,68616,77579,76861,76333,76821,76431,66334,65609,65778,66221,65675
16,1,0,-1,76758,76308,75518,75483,76119,69379,68210,68730,68344,68175,77014,76300,75765,76253,75879,65894,65169,65329,65784,65235
17,0,0,-1,77326,76868,76067,76035,76675,69828,68657,69188,68792,68630,77584,76856,76329,76819,76437,66332,65608,65760,66221,65675
18,1,0,-1,76766,76319,75546,75508,76129,69392,68235,68751,68377,68206,77032,76309,75785,76273,75890,65901,65187,65342,65798,65256
19,0,0,-1,77335,76874,76083,76042,76674,69827,68674,69196,68808,68642,77592,76863,76353,76835,76454,66328,65619,65767,66226,65690
20,1,0,-1,76761,76317,75530,75494,76111,69380,68223,68733,68353,68198,77014,76291,75773,76268,75887,65897,65182,65325,65791,65250
21,0,0,-1,77345,76905,76100,76056,76693,69842,68690,69192,68820,68653,77603,76873,76365,76860,76456,66362,65640,65776,66251,65719
22,1,0,-1,76770,76324,75531,75489,76122,69378,68234,68732,68361,68198,77026,76296,75787,76279,75896,65913,65197,65333,65791,65259
23,0,0,-1,77335,76889,76088,76041,76690,69836,68687,69196,68813,68641,77594,76861,76358,76840,76450,66348,65634,65779,66232,65696
24,1,0,-1,76760,76316,75527,75488,76114,69384,68234,68732,68359,68190,77011,76299,75774,76270,75889,65904,65182,65335,65792,65257
