rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,1,1,-1,76705,76298,75470,75444,76103,69348,68181,68709,68319,68154,77026,76271,75748,76249,75839,65864,65155,65324,65714,65209
1,0,1,-1,77306,76912,76061,76028,76711,69823,68664,69193,68800,68642,77626,76865,76360,76848,76431,66327,65624,65789,66192,65688
2,1,1,-1,76733,76329,75506,75469,76143,69380,68217,68720,68346,68196,77056,76292,75774,76273,75868,65884,65179,65338,65751,65244
3,0,1,-1,77327,76909,76077,76032,76722,69839,68682,69198,68811,68653,77642,76868,76352,76856,76443,66344,65638,65797,66216,65692
4,1,1,-1,76750,76324,75498,75463,76139,69369,68215,68727,68344,68193,77052,76286,75769,76271,75866,65891,65186,65338,65759,65238
5,0,1,-1,77326,76902,76063,76031,76718,69827,68670,69190,68795,68657,77625,76866,76349,76855,76439,66341,65636,65788,66204,65700
6,1,1,-1,76742,76324,75491,75461,76137,69371,68204,68723,68350,68202,77026,76281,75767,76280,75863,65891,65182,65337,65752,65252
7,0,1,-1,77320,76902,76057,76013,76706,69823,68660,69189,68813,68655,77611,76859,76341,76842,76434,66337,65625,65782,66205,65694
8,1,1,-1,76751,76326,75489,75460,76132,69346,68212,68719,68353,68196,77027,76284,75755,76272,75870,65879,65167,65334,65749,65240
9,0,1,-1,77326,76886,76045,76011,76688,69795,68656,69175,68804,68650,77591,76858,76339,76828,76426,66321,65605,65770,66181,65680
10,1,1,-1,76766,76330,75492,75455,76129,69356,68208,68719,68352,68202,77027,76298,75764,76262,75867,65878,65170,65336,65741,65243
11,0,1,-1,77323,76916,76057,76006,76697,69805,68657,69169,68795,68657,77593,76867,76338,76826,76432,66317,65603,65770,66180,65685
12,1,1,-1,76747,76345,75500,75445,76135,69348,68219,68721,68344,68210,77030,76302,75765,76272,75871,65888,65161,65327,65754,65247
13,0,1,-1,77319,76906,76061,76005,76705,69804,68664,69169,68787,68661,77607,76875,76339,76832,76442,66331,65605,65754,66199,65692
14,1,1,-1,76746,76332,75498,75445,76138,69353,68210,68719,68338,68210,77035,76303,75764,76259,75874,65881,65165,65309,65745,65249
15,0,1,-1,77324,76895,76062,75997,76705,69816,68653,69175,68801,68659,77616,76876,76340,76829,76441,66325,65608,65768,66192,65694
16,1,1,-1,76764,76341,75507,75462,76158,69365,68215,68725,68349,68215,77041,76310,75775,76267,75878,65890,65173,65351,65758,65257
17,0,1,-1,77335,76914,76077,76020,76724,69820,68668,69183,68806,68666,77623,76886,76350,76848,76447,66345,65611,65791,66210,65707
18,1,1,-1,76742,76324,75499,75448,76144,69359,68199,68716,68341,68202,77036,76302,75762,76268,75875,65886,65168,65345,65746,65251
19,0,1,-1,77326,76914,76068,76023,76725,69821,68671,69188,68794,68660,77623,76893,76352,76848,76455,66345,65630,65791,66205,65712
20,1,1,-1,76751,76336,75504,75450,76151,69359,68209,68718,68339,68199,77036,76310,75774,76271,75878,65891,65180,65335,65755,65259
