rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,65535,6726026,6700226,6578895,6618008,6552506,6607970,6601157,6579194,6658766,6548429,6646807,6587900,6503125,6614248,6584965,6517814,6556024,6510552,6532643,6414720
1,0,1,65535,6738463,6713214,6591259,6630563,6564349,6619865,6613807,6591359,6671310,6560988,6660399,6601008,6515930,6627878,6598083,6531594,6568666,6523856,6545073,6427058
2,31,1,65535,6725478,6699728,6579305,6618616,6552280,6607449,6600876,6578672,6658396,6548388,6647206,6588576,6503020,6615292,6584853,6518069,6556384,6510635,6532442,6413532
3,0,1,65535,6738716,6712272,6592174,6631612,6564885,6619490,6614884,6591743,6671626,6561744,6660915,6602009,6515931,6628759,6598435,6530848,6570094,6524512,6545955,6427053
4,31,1,65535,6727136,6700503,6580686,6620552,6553521,6608490,6602846,6579512,6659094,6550310,6648432,6589714,6504099,6616952,6586297,6519891,6558033,6513260,6533699,6415545
5,0,1,65535,6738288,6712498,6591752,6632698,6565477,6620497,6614452,6590959,6670457,6560933,6660527,6601578,6515718,6628856,6597651,6531984,6570444,6524903,6545929,6427755
6,31,1,65535,6726512,6700658,6578963,6619519,6553904,6607863,6602173,6578602,6657711,6548437,6647227,6589486,6503320,6615721,6584500,6519391,6557591,6511475,6533204,6414227
7,0,1,65535,6739295,6713381,6592424,6632979,6566024,6620133,6615083,6591944,6671497,6561757,6660786,6602669,6516694,6629245,6598392,6533036,6571444,6524741,6547258,6427492
8,31,1,65535,6725889,6700492,6579696,6620399,6553165,6607434,6601568,6579039,6658294,6548790,6647512,6589532,6503634,6615331,6584752,6519678,6557436,6511769,6533891,6414900
9,0,1,65535,6738432,6713151,6592325,6632170,6565805,6620035,6614792,6591490,6671132,6561777,6660255,6602295,6515921,6628297,6597402,6533008,6570218,6524899,6546941,6428093
10,31,1,65535,6725748,6699759,6578984,6619410,6552743,6606421,6601694,6578012,6657956,6547774,6647123,6588860,6502761,6614320,6584806,6518624,6555767,6511307,6533302,6414512
11,0,1,65535,6738443,6712661,6591334,6632338,6565225,6619061,6614548,6591503,6670868,6560719,6660702,6602085,6515761,6627314,6598846,6531738,6570014,6524597,6546594,6427161
12,31,1,65535,6725742,6700893,6579212,6620342,6553376,6607369,6602641,6579405,6658722,6548714,6648134,6589805,6503929,6616212,6586232,6519269,6557401,6511877,6533539,6414616
13,0,1,65535,6737577,6712459,6591067,6631901,6564652,6618792,6613766,6591071,6669866,6560940,6659508,6601432,6515733,6628511,6598560,6531375,6570255,6524278,6545683,6426617
