rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,15,6720630,6696878,6572990,6611965,6549080,6598632,6595465,6570528,6652240,6542837,6640965,6581346,6497755,6609126,6579248,6510759,6550008,6507753,6529392,6406389
1,0,0,15,6732712,6709437,6585535,6625864,6561227,6611277,6608605,6583103,6665544,6556299,6654730,6595639,6511161,6621880,6593559,6524156,6563863,6521008,6542510,6419347
2,31,0,15,6721155,6696570,6573883,6613556,6549148,6599512,6595654,6570764,6652377,6543870,6641780,6582899,6498305,6610364,6580883,6511674,6551109,6509009,6530292,6407386
3,0,0,15,6733384,6708011,6586239,6625402,6561089,6611553,6607705,6583069,6665119,6556275,6654794,6595302,6510252,6622575,6592970,6524424,6564112,6520718,6542032,6419765
4,31,0,15,6721711,6695807,6574498,6613840,6549153,6599772,6596396,6570858,6653076,6543953,6643146,6583486,6498990,6610382,6580754,6512455,6551629,6509086,6530004,6408342
5,0,0,15,6733679,6707204,6585574,6625575,6560985,6611384,6608592,6583166,6665222,6556399,6654933,6595638,6510700,6622158,6593286,6525231,6564306,6521282,6542992,6419844
6,31,0,15,6721051,6695592,6573887,6613559,6549955,6599156,6597463,6570927,6653059,6544391,6641786,6582483,6498683,6609046,6580187,6511366,6550286,6508604,6530148,6407441
7,0,0,15,6733558,6707599,6586433,6626096,6562008,6611159,6609394,6582843,6666000,6556655,6654561,6595097,6510688,6621287,6592495,6524773,6562811,6521353,6543157,6419844
8,31,0,15,6720718,6694857,6573587,6613624,6549368,6599331,6595985,6570351,6653467,6543454,6641327,6582580,6498452,6608773,6580700,6511866,6549401,6508261,6530104,6406977
9,0,0,15,6732589,6707509,6585379,6625963,6560870,6611490,6607875,6582695,6665920,6556085,6654133,6595374,6509986,6621519,6593449,6524434,6563267,6520984,6542523,6418881
