rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,16383,4881588,4856887,4803272,4801679,4844077,4416527,4343143,4374957,4351352,4342483,4897367,4851347,4817655,4848345,4825466,4191278,4147164,4157189,4185262,4151667
1,0,0,16383,4942549,4918948,4862497,4861316,4904806,4463164,4389377,4422314,4398155,4389097,4959349,4914454,4879906,4910924,4886780,4239580,4195778,4205114,4233709,4200061
2,31,0,16383,4881431,4857306,4802097,4801188,4844035,4416292,4343393,4374347,4350804,4342532,4896356,4851858,4816680,4849086,4824700,4190859,4147157,4157074,4184990,4151290
3,0,0,16383,4942554,4917412,4861521,4859996,4904804,4462764,4389454,4421667,4397969,4388919,4958742,4913173,4879435,4911562,4886583,4239175,4195774,4205872,4233797,4199694
4,31,0,16383,4881534,4856428,4801713,4800620,4844693,4415882,4342480,4374346,4350828,4342303,4895451,4850882,4816761,4849293,4824563,4190338,4146729,4157156,4184976,4150808
5,0,0,16383,4943237,4917409,4861770,4860905,4905746,4463020,4389563,4422163,4398296,4389178,4958467,4913951,4879798,4911369,4886766,4239505,4195665,4205939,4234051,4200102
6,31,0,16383,4881776,4856094,4801241,4801035,4845261,4415556,4342547,4373903,4350854,4341805,4895137,4850566,4816912,4848655,4823898,4190873,4146876,4156436,4185026,4151052
7,0,0,16383,4942876,4917343,4860939,4860888,4906245,4462430,4388758,4421195,4397966,4389076,4958009,4913666,4879812,4910593,4886068,4239424,4195116,4205044,4233575,4199109
8,31,0,16383,4881687,4856189,4801177,4801011,4845702,4415548,4342719,4374294,4351314,4341979,4895672,4851009,4817058,4849119,4824649,4191125,4146703,4156946,4184800,4151291
9,0,0,16383,4942764,4918285,4860620,4860464,4905758,4462968,4389268,4421569,4398018,4388836,4958532,4913383,4879127,4910711,4886484,4239732,4195073,4205605,4233248,4199037
10,31,0,16383,4881614,4857896,4800920,4800872,4844842,4415957,4342825,4374296,4350896,4341764,4895751,4851599,4816615,4849109,4824628,4191340,4146531,4156936,4184830,4150551
11,0,0,16383,4943238,4918441,4861226,4860240,4904990,4462563,4389058,4421497,4397674,4388420,4958472,4913844,4879828,4910845,4886370,4240150,4194237,4205672,4233556,4199308
12,31,0,16383,4882466,4857352,4801628,4800919,4844741,4415774,4342834,4374004,4350706,4342210,4895476,4851191,4817495,4848898,4824679,4191586,4146146,4157121,4185009,4150824
13,0,0,16383,4943381,4918755,4861633,4860490,4905861,4462832,4389340,4421824,4397925,4389239,4958836,4913899,4880276,4911628,4886532,4240558,4194876,4206223,4234003,4199049
14,31,0,16383,4881910,4857174,4801813,4800250,4844578,4415876,4342391,4374217,4351252,4342204,4895369,4850933,4816898,4849119,4824608,4191444,4145873,4157254,4184701,4149952
15,0,0,16383,4942894,4918287,4861498,4859918,4905115,4462724,4388901,4421679,4397352,4388652,4957919,4912598,4879787,4910480,4885883,4239588,4194325,4205807,4233255,4198631
16,31,0,16383,4881468,4857156,4801335,4801163,4844649,4415697,4342750,4374104,4350717,4341657,4895983,4850391,4816712,4848474,4824137,4191576,4146232,4157432,4185423,4150621
17,0,0,16383,4941931,4918317,4860405,4860847,4905149,4462358,4388514,4420976,4397472,4388561,4958330,4912784,4879162,4911228,4885186,4239611,4194185,4205083,4233293,4198729
18,31,0,16383,4881038,4857233,4800892,4801387,4844250,4415288,4342653,4373731,4350539,4342019,4895486,4850616,4816229,4849034,4823883,4191096,4145830,4156472,4185097,4151038
19,0,0,16383,4942649,4918776,4861093,4860479,4905428,4462701,4389514,4421221,4397497,4389357,4958573,4913315,4879458,4910980,4886208,4239450,4194640,4205580,4233466,4199896
20,31,0,16383,4881625,4857872,4801029,4800691,4845183,4415527,4342738,4374089,4350566,4342242,4895634,4851324,4817028,4849105,4824565,4191521,4145957,4156510,4185044,4150380
21,0,0,16383,4943121,4918901,4860815,4860858,4906314,4462678,4389596,4421053,4397193,4389075,4958960,4913358,4879992,4911015,4885640,4240136,4194311,4205443,4233767,4199220
22,31,0,16383,4881461,4857469,4800751,4800528,4845097,4415565,4342954,4373846,4350430,4342460,4896164,4850812,4816480,4848804,4824133,4190861,4145461,4156874,4184897,4150705
23,0,0,16383,4942715,4918762,4861095,4860873,4906123,4463240,4390122,4421825,4398103,4389739,4959348,4912844,4879390,4911341,4886161,4239557,4193848,4206184,4233774,4199523
24,31,0,16383,4881811,4857484,4801418,4801027,4845347,4416564,4343257,4374175,4351098,4342493,4896581,4850215,4817643,4848885,4824683,4190631,4146275,4157542,4185302,4150751
25,0,0,16383,4943299,4918790,4861263,4860599,4905936,4463196,4389997,4421354,4397743,4389331,4959254,4912521,4880343,4911503,4886776,4239608,4194697,4205960,4233839,4199324
26,31,0,16383,4882075,4857693,4800754,4801234,4845077,4416107,4343368,4374421,4350332,4342513,4896063,4849463,4817481,4848944,4825213,4191359,4147166,4157604,4185071,4150686
27,0,0,16383,4943154,4918060,4860806,4860863,4905757,4463164,4389433,4421456,4397641,4389085,4958518,4912164,4879827,4911200,4886296,4239846,4195148,4206371,4233620,4199193
28,31,0,16383,4881659,4855988,4800682,4801571,4844765,4415878,4342964,4373325,4350079,4341968,4895754,4849709,4816816,4848801,4824505,4191596,4146173,4157595,4184653,4150570
29,0,0,16383,4942367,4916564,4860203,4861286,4905240,4462205,4388667,4420653,4396554,4388176,4958023,4911533,4879014,4910632,4885732,4239530,4194346,4205818,4233298,4198953
30,31,0,16383,4881677,4856569,4800838,4801615,4845277,4415365,4342052,4373354,4350087,4341149,4895446,4849838,4816178,4849140,4823690,4191220,4146259,4157113,4185004,4150111
31,0,0,16383,4943472,4918045,4860883,4860935,4906635,4462894,4389379,4420766,4397368,4388883,4958014,4912236,4880060,4911617,4886615,4240300,4194730,4205854,4234190,4198654
32,31,0,16383,4882365,4856404,4801202,4802091,4846111,4416354,4343525,4374021,4350782,4342763,4894975,4850029,4817351,4849564,4824728,4191588,4146782,4157919,4185537,4150474
33,0,0,16383,4942730,4916647,4860588,4860723,4906837,4463002,4389060,4420891,4397423,4389218,4957279,4912445,4879135,4911438,4885991,4238998,4194729,4204892,4233916,4197947
34,31,0,16383,4881583,4856469,4800394,4801510,4845688,4416107,4342286,4373595,4351000,4342653,4895567,4850008,4816603,4849143,4824141,4191087,4146296,4156647,4184882,4150159
35,0,0,16383,4943034,4918065,4860265,4861046,4905344,4462997,4389204,4420825,4397700,4389478,4958333,4912070,4879282,4910987,4885908,4239698,4194181,4205368,4232489,4197980
36,31,0,16383,4882503,4857121,4800565,4801417,4844914,4416184,4342377,4373428,4350897,4342623,4895150,4848993,4816342,4849183,4824463,4191140,4145764,4156887,4184189,4150192
37,0,0,16383,4943963,4917989,4860558,4860936,4905557,4463131,4388954,4421301,4398186,4389394,4957421,4911736,4879625,4911593,4886752,4239550,4193983,4205661,4232844,4198420
38,31,0,16383,4882444,4856627,4800985,4801222,4844061,4415566,4341767,4373373,4350678,4342224,4894368,4849493,4816709,4849301,4824008,4190750,4145683,4156921,4183417,4149818
39,0,0,16383,4943472,4917512,4860532,4860393,4904817,4462256,4388534,4420254,4397710,4389070,4956542,4912135,4879081,4911485,4885443,4239188,4193497,4204533,4232120,4198285
40,31,0,16383,4882018,4856705,4801193,4801509,4844064,4415994,4342002,4373497,4351017,4342460,4894782,4850741,4816856,4849769,4824163,4191753,4145927,4156921,4184496,4150188
41,0,0,16383,4943255,4918640,4861279,4861402,4905678,4463189,4389078,4421119,4398356,4389290,4957943,4913756,4880227,4912375,4886254,4239604,4194893,4205686,4233275,4199595
42,31,0,16383,4882096,4857781,4800916,4802057,4845303,4416007,4342587,4373619,4351304,4342785,4894809,4851091,4817196,4849049,4824604,4191142,4146491,4157062,4185039,4151657
43,0,0,16383,4943477,4919094,4860833,4860832,4905697,4462772,4389213,4421000,4398214,4389665,4957365,4913046,4879337,4911687,4886706,4239659,4195255,4205798,4234250,4199929
44,31,0,16383,4881880,4858293,4801414,4801651,4845523,4416351,4343055,4373672,4351626,4343060,4894881,4851326,4817558,4850236,4825355,4191916,4146964,4157172,4185411,4152420
45,0,0,16383,4943360,4919427,4860697,4861212,4906145,4463389,4389659,4421274,4398064,4389827,4957935,4913102,4880120,4912022,4886477,4239896,4195096,4205718,4233745,4200282
46,31,0,16383,4881759,4857871,4800534,4801609,4844338,4416304,4341947,4373651,4351422,4342683,4894356,4850404,4816745,4849129,4824883,4191560,4145816,4156502,4185079,4151338
47,0,0,16383,4942574,4918431,4859845,4860792,4905044,4462084,4388284,4420842,4397388,4388425,4956857,4911823,4879442,4911538,4886039,4239516,4193734,4204329,4233491,4199349
48,31,0,16383,4881005,4857323,4800315,4801335,4843967,4415375,4341694,4373681,4349999,4342371,4894071,4849782,4816791,4849729,4824017,4191250,4145850,4156091,4184518,4150906
49,0,0,16383,4942569,4917860,4859809,4860381,4904146,4462396,4388497,4421136,4397064,4388920,4957487,4912095,4879766,4911402,4885566,4239596,4194613,4204917,4233137,4198975
50,31,0,16383,4881369,4856903,4800263,4800982,4844067,4415544,4341930,4373802,4350663,4342024,4894912,4850092,4817165,4849411,4824273,4191327,4145823,4156725,4185314,4150920
51,0,0,16383,4942886,4917846,4859882,4860913,4904911,4462525,4388672,4421156,4397427,4388839,4957471,4912987,4880242,4911940,4886348,4240041,4193915,4205575,4233564,4199413
52,31,0,16383,4881473,4857275,4800646,4801207,4844316,4415897,4341918,4373457,4350830,4342368,4894479,4849670,4817623,4848947,4824611,4191734,4145781,4156939,4184999,4150646
