rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,-1,6913417,6860864,6793744,6754492,6827757,6716417,6733490,6732758,6691260,6744143,6567625,6559848,6505640,6471347,6420104,6510267,6465643,6385344,6439738,6409716
1,0,0,-1,6928658,6874275,6808733,6769233,6842434,6731847,6748747,6747302,6706899,6759354,6581890,6574248,6518968,6486091,6434098,6526412,6480997,6399070,6455650,6423839
2,31,0,-1,6914410,6859815,6794249,6754577,6829575,6717629,6734044,6732473,6692056,6744354,6567423,6559836,6505880,6472368,6421129,6512183,6466374,6385112,6442068,6410165
3,0,0,-1,6928647,6874270,6808042,6768735,6843778,6731809,6747330,6746920,6705834,6758412,6581121,6573759,6519899,6485452,6434025,6525101,6480136,6398165,6455425,6423543
4,31,0,-1,6913801,6860095,6794132,6755408,6830210,6718241,6733716,6733188,6691964,6744223,6567727,6560711,6506493,6473122,6420977,6511327,6466465,6384986,6442115,6410517
5,0,0,-1,6926974,6874348,6807702,6769213,6843799,6732587,6747478,6746619,6705698,6758321,6580649,6573419,6519975,6485714,6434318,6524915,6480162,6398317,6455834,6423398
6,31,0,-1,6914040,6860024,6793922,6755289,6829524,6718294,6733570,6732890,6692259,6744167,6566923,6560060,6506674,6471885,6421581,6510497,6465863,6385041,6442844,6409566
7,0,0,-1,6928343,6873873,6808467,6769627,6844549,6732572,6748706,6747721,6706474,6759457,6580346,6573869,6520133,6486061,6434834,6526078,6480396,6399617,6456717,6423898
8,31,0,-1,6914224,6859692,6794065,6755725,6830830,6718454,6733760,6732778,6692537,6744975,6567159,6560114,6506353,6472651,6421421,6511975,6466245,6386854,6443187,6410707
9,0,0,-1,6929164,6874381,6808176,6769930,6845001,6732257,6747783,6747638,6707180,6759365,6580754,6574203,6519943,6486180,6434945,6526294,6480369,6400113,6456209,6424362
10,31,0,-1,6914731,6860876,6794475,6755915,6830811,6718029,6734323,6732861,6693022,6744589,6567155,6560570,6506539,6472551,6421528,6511777,6466670,6386211,6442520,6411086
11,0,0,-1,6928792,6874653,6808100,6769843,6845011,6732067,6748399,6747201,6707227,6759493,6580979,6574058,6520197,6485822,6434786,6526252,6480934,6399559,6456696,6423828
