rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,-1,6911512,6860089,6794730,6753921,6829361,6717428,6734443,6731906,6691036,6743486,6566741,6559274,6505020,6473415,6421218,6508728,6465148,6385639,6440296,6409510
1,0,0,-1,6925727,6873667,6808582,6768133,6843695,6732619,6748247,6746755,6705278,6758025,6581000,6572963,6518507,6488152,6434847,6523197,6480086,6399501,6454759,6422544
2,31,0,-1,6912095,6859425,6794766,6754358,6830136,6718227,6734390,6732203,6691395,6743924,6567587,6558754,6506202,6475136,6422276,6509456,6466048,6385914,6442163,6409321
3,0,0,-1,6926934,6875891,6808921,6769425,6844935,6733447,6749463,6746849,6705809,6759484,6581547,6573277,6519776,6489108,6436440,6524869,6480356,6401090,6456515,6422446
4,31,0,-1,6911938,6860616,6794748,6754797,6830313,6718784,6735180,6733073,6691297,6744457,6567099,6559991,6505463,6475084,6423326,6509766,6466161,6386993,6443051,6408722
5,0,0,-1,6927935,6875833,6809475,6769036,6845385,6733436,6750073,6747459,6706364,6759458,6582021,6573929,6519566,6489380,6436824,6524398,6480915,6400880,6457046,6422967
6,31,0,-1,6913403,6861157,6794589,6754586,6831062,6718599,6735424,6733048,6691759,6744413,6567389,6559455,6506343,6474316,6423025,6510381,6466134,6386375,6442532,6409365
7,0,0,-1,6927341,6874821,6808627,6768356,6845225,6732752,6749079,6746596,6705550,6758216,6580847,6573564,6520130,6487978,6435984,6524598,6479965,6400427,6456039,6422769
8,31,0,-1,6913095,6860281,6794098,6754505,6830596,6718869,6734082,6733225,6691105,6742973,6566820,6559264,6506433,6474287,6422555,6510064,6465627,6385890,6442151,6408541
9,0,0,-1,6927102,6874784,6808684,6769069,6845578,6734154,6748976,6748100,6706106,6758482,6581594,6573192,6519877,6487978,6436887,6525179,6480086,6400286,6455679,6423531
10,31,0,-1,6912496,6859353,6794257,6754559,6830519,6718414,6733786,6731872,6690778,6743028,6567393,6559283,6506257,6473497,6422753,6511085,6465439,6386893,6442568,6409159
11,0,0,-1,6927963,6874395,6808643,6768444,6844706,6733348,6747946,6747154,6705579,6758812,6581238,6573129,6519986,6487803,6436927,6525174,6480074,6400691,6456309,6422989
12,31,0,-1,6912695,6859512,6794743,6754121,6830846,6718577,6734034,6733023,6691174,6743396,6567307,6559282,6506759,6473912,6423373,6510378,6466691,6386864,6441915,6409541
13,0,0,-1,6927056,6873719,6808866,6768712,6845217,6733361,6748773,6747201,6706123,6758708,6581230,6573313,6520392,6488436,6437304,6524602,6480659,6400800,6456428,6423194
14,31,0,-1,6912534,6859438,6794271,6754170,6830458,6718749,6734176,6732123,6691307,6743326,6567284,6559181,6506675,6473998,6423332,6509995,6465916,6387274,6442739,6409694
15,0,0,-1,6927371,6873430,6808934,6768723,6845136,6733329,6748865,6747092,6705915,6758382,6581299,6573336,6520218,6488255,6436663,6524129,6480025,6400798,6456517,6423612
16,31,0,-1,6912047,6858429,6793612,6754716,6829975,6718176,6733082,6732422,6690885,6743541,6566281,6558952,6505978,6473487,6422401,6509269,6466068,6386624,6441907,6409255
17,0,0,-1,6927142,6872796,6808113,6768565,6844059,6732238,6747900,6746524,6704831,6757650,6579964,6572681,6519397,6487978,6436312,6523448,6480179,6400420,6454953,6422910
