rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,-1,6715746,6687595,6569631,6609948,6542218,6594048,6591246,6568228,6645999,6540247,6640106,6576930,6492555,6602143,6575268,6506880,6544993,6502789,6524603,6403097
1,0,1,-1,6727349,6701478,6581530,6622954,6554432,6607751,6603865,6580702,6659440,6553233,6653636,6590729,6505484,6616131,6589495,6520213,6557833,6515646,6538248,6415993
2,31,1,-1,6715726,6688632,6569344,6610994,6542659,6594930,6591023,6568650,6647009,6540641,6640285,6578358,6493354,6603940,6575724,6507913,6545311,6502975,6525458,6402832
3,0,1,-1,6727902,6701419,6581353,6622101,6554148,6607205,6603809,6580806,6659578,6552992,6652733,6590119,6506099,6615741,6587729,6521077,6558015,6515947,6538259,6415550
4,31,1,-1,6716220,6689895,6569591,6610305,6541791,6595462,6591778,6568856,6647845,6540478,6640218,6578773,6493836,6603628,6576048,6508812,6545399,6503649,6525405,6403154
5,0,1,-1,6729289,6702172,6582553,6623843,6555104,6608496,6604797,6581733,6661033,6553659,6653109,6592225,6506545,6616946,6588677,6521639,6559377,6516978,6538844,6416057
6,31,1,-1,6715825,6688823,6569356,6610642,6541597,6594106,6591714,6568042,6647576,6540185,6639337,6578466,6493155,6603902,6575446,6507126,6544435,6503180,6525054,6402474
7,0,1,-1,6727841,6700679,6580703,6622492,6553881,6606194,6603627,6580483,6659574,6552424,6652530,6590909,6505629,6615710,6587851,6520043,6556859,6515209,6537485,6415354
8,31,1,-1,6716083,6689055,6569201,6610871,6542039,6594288,6590545,6568160,6647679,6541135,6639808,6578260,6493254,6602628,6575375,6508408,6545450,6503424,6524750,6403505
9,0,1,-1,6728176,6701079,6581565,6623519,6554604,6606847,6603547,6580435,6659922,6552845,6652331,6591214,6506403,6615873,6588846,6521416,6558334,6515229,6538161,6415252
10,31,1,-1,6715656,6688890,6569177,6611189,6542321,6594740,6591019,6568710,6647618,6540607,6639916,6578573,6494031,6603051,6576128,6507470,6545426,6502759,6525658,6403117
