rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,1,1,22,76747,76335,75461,75472,76163,69381,68240,68768,68329,68190,77024,76312,75774,76267,75836,65909,65178,65368,65779,65249
1,0,1,22,77339,76911,76025,76037,76731,69826,68702,69224,68786,68662,77600,76892,76353,76833,76405,66353,65631,65820,66244,65707
2,1,1,22,76765,76335,75470,75473,76165,69374,68245,68759,68343,68202,77018,76315,75782,76265,75838,65900,65177,65368,65800,65259
3,0,1,22,77349,76928,76056,76039,76737,69837,68708,69226,68803,68665,77600,76889,76365,76835,76409,66350,65618,65809,66254,65710
4,1,1,22,76775,76359,75513,75502,76179,69400,68263,68770,68362,68220,77033,76324,75805,76280,75855,65908,65188,65370,65814,65272
5,0,1,22,77330,76900,76059,76038,76726,69845,68698,69209,68796,68655,77588,76877,76369,76830,76406,66340,65614,65802,66253,65695
6,1,1,22,76760,76334,75498,75486,76157,69383,68253,68752,68334,68202,77005,76314,75784,76258,75839,65885,65175,65363,65804,65261
7,0,1,22,77344,76912,76059,76057,76733,69839,68710,69216,68795,68652,77593,76889,76367,76839,76414,66335,65617,65809,66258,65709
8,1,1,22,76773,76352,75495,75494,76165,69388,68263,68754,68343,68212,77016,76322,75796,76276,75849,65896,65177,65366,65819,65266
9,0,1,22,77319,76895,76035,76035,76714,69831,68697,69200,68793,68651,77575,76876,76353,76829,76402,66327,65612,65806,66251,65699
10,1,1,22,76771,76362,75515,75497,76168,69400,68268,68764,68355,68219,77023,76336,75806,76285,75854,65901,65193,65374,65816,65276
11,0,1,22,77337,76932,76072,76052,76731,69842,68713,69221,68800,68662,77594,76898,76373,76845,76405,66342,65631,65821,66262,65717
