rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6721166,6694943,6572859,6613995,6548171,6600329,6596187,6573079,6651546,6542949,6641140,6582703,6496357,6612350,6581325,6512045,6550623,6506935,6527297,6409256
1,0,1,1,6733610,6707614,6585071,6628144,6561028,6613310,6609045,6585540,6664964,6555392,6655189,6595753,6509264,6625649,6594171,6525405,6563806,6521301,6540326,6422227
2,31,1,1,6720833,6694867,6572865,6615357,6549000,6600943,6595820,6572762,6652876,6543144,6642232,6583146,6497024,6612790,6582544,6512615,6550832,6508120,6526988,6409163
3,0,1,1,6733262,6708248,6585461,6628034,6561726,6614004,6609107,6586405,6665836,6556566,6656320,6595588,6509993,6625323,6595993,6525917,6563745,6520608,6539973,6422528
4,31,1,1,6721587,6696797,6573517,6616186,6549745,6602250,6597269,6574190,6653539,6543922,6643341,6583356,6497937,6613291,6583852,6513223,6551367,6508201,6527698,6409658
5,0,1,1,6733244,6707344,6584516,6627179,6560161,6613966,6608815,6585266,6665356,6554872,6655102,6595235,6509509,6624568,6595267,6526131,6563468,6520566,6541071,6421663
6,31,1,1,6721120,6695638,6572716,6615328,6548721,6601411,6597047,6573599,6652500,6543082,6642597,6583163,6497253,6611876,6582777,6513036,6550552,6508212,6528522,6409669
7,0,1,1,6733599,6707910,6585102,6627894,6560260,6613477,6609153,6586616,6664430,6555162,6655483,6595362,6509620,6623619,6594917,6525227,6563856,6521013,6540429,6422141
8,31,1,1,6721183,6695045,6572983,6616219,6548781,6601223,6596758,6573093,6652047,6542833,6642682,6583261,6498084,6612384,6582775,6513328,6552120,6508098,6528071,6409895
9,0,1,1,6733038,6706140,6584570,6628331,6561280,6613534,6608683,6585163,6664969,6555480,6655099,6595349,6509784,6623911,6595699,6525791,6565285,6520950,6540706,6422379
10,31,1,1,6720912,6694669,6572735,6615336,6549224,6601679,6596678,6573284,6652425,6544219,6642297,6582908,6497747,6610867,6582992,6513077,6551409,6507784,6528053,6409483
11,0,1,1,6733948,6707159,6585226,6627724,6561459,6613750,6609297,6585739,6665533,6556945,6655560,6596383,6510153,6624621,6595984,6526487,6565219,6520545,6540814,6422380
12,31,1,1,6722257,6695337,6573154,6615457,6549274,6601399,6596388,6573176,6652661,6544192,6643514,6583847,6497921,6612068,6583846,6513562,6551535,6508078,6527792,6409734
13,0,1,1,6733864,6708335,6585262,6627741,6561247,6613935,6608287,6585464,6664913,6557061,6655839,6596504,6510375,6625228,6595969,6526430,6564922,6520101,6541304,6421834
14,31,1,1,6721510,6695968,6573108,6615331,6549665,6601425,6596099,6573048,6652382,6543779,6642888,6583401,6497571,6612558,6582966,6512903,6552151,6507434,6528817,6409624
15,0,1,1,6734396,6708004,6584945,6627748,6561569,6613886,6608490,6585216,6664695,6556411,6655830,6595583,6510387,6625000,6595218,6525387,6565440,6519990,6541594,6421888
16,31,1,1,6720702,6694780,6571844,6613875,6548767,6600287,6595170,6572410,6652018,6542577,6642376,6582074,6497086,6612015,6581815,6512223,6550984,6506270,6527863,6409057
17,0,1,1,6733763,6707839,6584863,6626954,6561250,6613453,6608584,6585615,6665256,6555376,6655831,6595761,6510226,6625679,6595367,6525697,6565179,6520157,6541732,6422174
18,31,1,1,6720477,6695438,6572651,6613944,6548252,6600467,6595727,6573551,6652013,6542049,6642735,6582824,6497001,6612154,6582290,6512617,6552127,6507124,6528349,6409440
19,0,1,1,6731808,6706823,6584362,6625960,6560027,6612326,6607546,6585200,6664507,6555120,6654820,6595601,6508847,6623790,6593799,6524310,6564230,6518934,6540814,6421475
20,31,1,1,6720138,6694617,6572702,6614250,6548346,6600480,6595461,6573022,6652282,6543599,6642472,6583230,6496728,6612010,6581814,6511939,6551139,6506946,6528249,6409066
21,0,1,1,6732701,6707428,6584739,6626558,6560376,6612204,6608133,6585167,6664821,6556190,6655749,6596035,6509453,6624629,6595425,6525153,6564539,6519638,6541346,6421856
22,31,1,1,6720394,6693828,6572752,6613660,6547724,6599214,6595350,6572070,6651900,6543090,6642322,6583091,6495863,6611728,6582512,6511378,6550426,6506633,6527699,6409069
23,0,1,1,6733335,6706896,6585216,6626940,6560409,6612233,6608820,6585467,6665093,6556386,6656048,6596552,6509653,6624628,6596076,6525630,6564167,6520166,6541530,6421804
24,31,1,1,6720105,6693931,6573053,6614449,6547864,6599128,6595921,6572509,6651929,6543550,6642615,6583515,6497416,6610952,6583413,6512157,6551627,6506817,6528820,6408408
25,0,1,1,6733141,6707616,6585805,6627504,6560902,6612389,6608619,6585126,6664717,6555726,6656362,6596475,6510555,6624124,6596433,6525608,6565182,6520188,6541967,6421624
26,31,1,1,6720400,6694935,6572866,6615399,6548130,6599038,6596164,6571624,6651399,6542661,6643508,6583099,6497123,6612131,6582585,6512629,6551782,6507337,6528932,6408949
27,0,1,1,6732648,6707027,6584927,6627184,6561153,6611889,6607889,6584226,6664145,6554688,6656126,6596236,6508585,6624804,6595631,6525128,6563894,6520225,6541137,6421419
28,31,1,1,6719378,6694285,6572780,6615529,6548376,6599430,6595599,6571744,6651643,6542240,6642581,6583234,6495750,6611540,6582375,6512186,6550220,6506689,6527941,6408949
29,0,1,1,6732293,6707400,6585135,6627445,6561013,6612348,6608520,6584916,6664603,6556004,6655774,6596437,6508527,6624433,6595988,6525643,6563682,6520339,6541679,6422530
30,31,1,1,6719760,6694512,6573400,6615395,6548713,6599775,6596481,6572744,6652908,6543593,6643090,6583632,6496519,6612162,6583046,6512713,6551505,6507293,6529027,6409009
31,0,1,1,6732503,6707062,6584507,6627147,6560349,6612193,6608270,6584873,6665423,6555939,6655719,6595652,6508651,6624088,6595430,6525670,6564031,6520165,6541961,6420849
