rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6720334,6694350,6574053,6613900,6550232,6602498,6596793,6572513,6652565,6545818,6641880,6583129,6499829,6610027,6582254,6513533,6552190,6509126,6529783,6408958
1,0,0,0,6732913,6706718,6586066,6626913,6562511,6614623,6608852,6584881,6664784,6558431,6655193,6596379,6512696,6623045,6595662,6526932,6565082,6522329,6541902,6421144
2,31,0,0,6721000,6694553,6574367,6615443,6550577,6602470,6596706,6573219,6653130,6545582,6642054,6584499,6500021,6611434,6583547,6514672,6553336,6509809,6530068,6409322
3,0,0,0,6733389,6707596,6586917,6628889,6563645,6615566,6609938,6585476,6665832,6558549,6655808,6597250,6513719,6624378,6596139,6528506,6565954,6523166,6543090,6422315
4,31,0,0,6720269,6694425,6573690,6615918,6549893,6602026,6596148,6573161,6652958,6545603,6642391,6584116,6499709,6609635,6583522,6514674,6551822,6509330,6529767,6409754
5,0,0,0,6733136,6706858,6586168,6627314,6562554,6614742,6609050,6585661,6666681,6558062,6656158,6597119,6513005,6624079,6596170,6527903,6564851,6522682,6542742,6422765
6,31,0,0,6720370,6694026,6573837,6614428,6550041,6601893,6597415,6572715,6653616,6544860,6642917,6584108,6500052,6611431,6583769,6514898,6551922,6509786,6529679,6409842
7,0,0,0,6732686,6706850,6585207,6627180,6562725,6614219,6610082,6584967,6665914,6558055,6655777,6596815,6512181,6622387,6595925,6528046,6565264,6522632,6542820,6422083
8,31,0,0,6719838,6694376,6573124,6614897,6549542,6601624,6597770,6572501,6653526,6545282,6642586,6583908,6500023,6610183,6582944,6514217,6552135,6509585,6529926,6409478
9,0,0,0,6732511,6707056,6586037,6628291,6562333,6614564,6610231,6586391,6666864,6558964,6656574,6597371,6513008,6623620,6596126,6527817,6565544,6522797,6543868,6423074
10,31,0,0,6719295,6694493,6573276,6615881,6550119,6601622,6596572,6572820,6653467,6545061,6642864,6583523,6499226,6610291,6582862,6514407,6551990,6508900,6530128,6410026
11,0,0,0,6731928,6707546,6586484,6628579,6562593,6614546,6610339,6585564,6666478,6557668,6656332,6596969,6512513,6623135,6596772,6528139,6565476,6522787,6543016,6422653
12,31,0,0,6720292,6694937,6574109,6616405,6550525,6601972,6597933,6573892,6653599,6545488,6643590,6584730,6500193,6610953,6583604,6514789,6553055,6510358,6530516,6410330
13,0,0,0,6732606,6706988,6586763,6629102,6562633,6613724,6609930,6585734,6665930,6558906,6656438,6597429,6512117,6623789,6596163,6527456,6565597,6522651,6543235,6422286
14,31,0,0,6720620,6694510,6574267,6616562,6550437,6601000,6597695,6573417,6653342,6545823,6642730,6585104,6500013,6611462,6584048,6513951,6553010,6509538,6530212,6409605
15,0,0,0,6730973,6705808,6585275,6627623,6561072,6612430,6609735,6583987,6664683,6556587,6655042,6596976,6511503,6623387,6596139,6525915,6564343,6521506,6542634,6420027
16,31,0,0,6719815,6693296,6572761,6615745,6549525,6600704,6597926,6572142,6652608,6544798,6642920,6584046,6499710,6611576,6583396,6513855,6551622,6508919,6530139,6408291
17,0,0,0,6732239,6706210,6585537,6628149,6562054,6613698,6610943,6585111,6666103,6557722,6656304,6596900,6512511,6624350,6596263,6526704,6565154,6522317,6543115,6421858
18,31,0,0,6719958,6693949,6573306,6615837,6549468,6600721,6597746,6571624,6653258,6544163,6643287,6583892,6499718,6611318,6583112,6514188,6551513,6509237,6530082,6409272
19,0,0,0,6731921,6706672,6585916,6628155,6561389,6613206,6610702,6585115,6666295,6557568,6655669,6596893,6512144,6623759,6596185,6526691,6565040,6522311,6543035,6422254
20,31,0,0,6720018,6694334,6574102,6616738,6549433,6601027,6597321,6573110,6653733,6544816,6643695,6584444,6499992,6611129,6583673,6514084,6552416,6509602,6530395,6409489
21,0,0,0,6731783,6705732,6585743,6628617,6561547,6612571,6608657,6584437,6665511,6557466,6656228,6596855,6512217,6623393,6596949,6526878,6564814,6522251,6543150,6421243
22,31,0,0,6719441,6694371,6573937,6616450,6550511,6601162,6596647,6572853,6653597,6545068,6643608,6584356,6499873,6611408,6584248,6514163,6552271,6509654,6531259,6409423
23,0,0,0,6730796,6705025,6584434,6627273,6562096,6611785,6607896,6583903,6664457,6556631,6655310,6595098,6511010,6622826,6595853,6526324,6564322,6521485,6542397,6420727
