rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6721390,6694681,6573063,6613351,6547944,6599428,6595012,6571929,6654053,6544763,6642854,6580580,6498328,6610732,6581809,6512738,6551154,6506324,6528752,6408828
1,0,0,0,6734694,6707165,6585703,6626895,6560669,6612678,6608811,6584564,6667426,6558557,6656514,6594134,6511246,6624141,6596085,6526806,6565355,6519108,6542158,6421185
2,31,0,0,6721778,6694464,6573154,6614093,6548685,6600088,6596573,6572892,6654619,6545172,6643590,6581292,6499213,6612817,6582998,6514027,6552535,6506316,6528966,6409384
3,0,0,0,6734632,6707069,6585715,6626850,6560504,6611951,6608257,6585023,6667093,6557455,6656688,6593358,6510852,6625417,6596433,6527117,6565449,6519836,6541478,6422223
4,31,0,0,6721880,6694246,6573165,6615094,6548722,6599707,6595449,6572570,6654758,6544764,6643763,6581426,6498466,6612767,6583565,6513920,6552835,6506835,6529146,6409423
5,0,0,0,6734780,6706493,6585382,6627416,6561032,6612077,6607912,6584841,6667468,6557671,6656538,6594487,6511418,6624752,6595890,6527354,6566048,6519368,6542147,6421203
6,31,0,0,6722617,6694828,6573050,6615687,6549125,6599875,6596193,6572867,6655468,6545483,6644393,6582305,6499664,6612527,6583264,6514371,6552924,6507357,6529801,6408747
7,0,0,0,6733607,6706041,6584645,6626887,6559377,6611262,6608058,6583355,6666424,6557461,6655561,6594247,6510646,6624687,6595308,6526216,6564659,6518778,6541723,6420785
8,31,0,0,6722252,6694821,6573815,6615071,6548257,6599760,6596250,6572342,6654870,6546020,6644050,6582819,6498799,6613234,6582971,6514318,6553019,6507178,6530590,6409277
9,0,0,0,6734352,6706572,6585157,6628208,6560869,6612443,6608421,6584994,6667141,6557929,6656689,6595070,6511199,6626371,6595912,6527113,6565756,6519952,6543046,6421783
10,31,0,0,6721073,6693968,6573278,6614500,6548478,6598897,6595857,6572060,6654113,6545613,6643107,6582487,6498357,6612945,6582542,6513107,6551787,6506153,6529640,6408444
11,0,0,0,6732775,6706052,6584782,6626455,6560283,6610691,6608367,6584256,6665876,6557504,6655377,6594670,6510652,6624907,6594432,6525519,6563997,6518420,6542050,6420485
12,31,0,0,6721269,6694769,6573244,6615859,6548450,6599109,6596738,6572078,6653976,6545298,6643929,6582834,6499587,6613455,6582826,6513562,6552426,6506007,6529714,6409418
13,0,0,0,6733723,6706549,6585102,6627179,6560509,6611382,6609033,6584214,6666696,6558181,6656208,6595035,6511066,6626196,6595077,6526086,6564489,6518821,6541852,6421567
14,31,0,0,6720938,6694070,6572555,6614624,6548122,6598415,6595706,6571429,6654108,6545390,6642507,6581094,6498028,6612144,6581469,6512561,6551221,6505784,6528112,6408503
15,0,0,0,6733331,6707416,6585110,6627047,6560941,6611607,6609546,6584833,6667185,6558034,6655568,6594445,6510770,6625870,6594782,6526354,6564937,6519607,6541999,6421458
16,31,0,0,6721909,6695429,6574547,6615678,6549604,6599718,6598063,6572584,6654912,6546404,6643522,6582733,6498581,6614122,6583430,6513737,6552579,6507234,6530736,6409417
17,0,0,0,6734553,6707958,6586968,6628017,6561509,6612193,6610297,6585096,6667439,6558509,6656596,6594847,6511238,6626640,6594901,6526357,6565447,6519565,6543550,6422031
18,31,0,0,6721838,6695916,6573194,6615438,6548754,6599592,6597380,6572144,6654423,6545148,6643074,6581485,6498022,6613136,6581985,6512692,6551685,6506847,6530835,6409020
19,0,0,0,6734243,6707751,6584734,6626860,6560460,6610855,6609164,6584040,6665723,6557347,6654674,6593550,6510598,6624618,6594289,6524797,6564358,6519213,6542267,6421258
20,31,0,0,6722179,6696204,6573642,6615312,6548202,6599208,6597499,6572189,6654193,6545774,6642719,6582017,6499218,6613796,6582489,6513012,6552101,6506786,6530365,6409365
21,0,0,0,6733004,6706418,6584080,6627067,6559236,6610438,6608827,6583882,6666218,6557043,6654032,6592996,6510202,6624531,6593926,6525009,6563911,6518094,6541687,6420576
22,31,0,0,6721702,6695122,6572216,6615281,6547741,6598832,6596436,6571671,6653860,6544978,6642103,6581400,6498606,6612014,6582798,6512741,6550753,6505627,6529622,6408430
23,0,0,0,6733972,6707646,6584645,6627528,6559686,6611203,6608370,6584655,6665814,6557913,6655075,6593436,6510387,6624942,6595321,6526031,6563644,6518133,6541737,6421088
24,31,0,0,6722145,6695315,6573070,6615609,6547852,6598800,6597018,6572102,6654059,6545343,6642479,6581664,6498630,6612768,6582397,6513356,6550879,6506299,6529927,6409088
25,0,0,0,6733978,6706592,6585464,6627864,6559832,6611284,6609248,6584022,6666376,6557068,6654985,6593757,6511360,6625031,6594916,6526429,6564405,6518919,6541915,6420970
26,31,0,0,6721752,6694835,6572703,6615307,6547519,6599087,6596761,6571746,6653610,6544125,6641788,6581196,6498539,6611829,6581263,6512807,6550829,6505600,6528839,6408507
27,0,0,0,6733446,6706832,6584144,6627064,6559622,6611030,6609190,6584145,6666095,6556402,6654163,6593458,6510621,6623847,6593776,6525501,6563168,6517908,6541744,6420353
