[[6609343, 6609035, 6609388, 6609474, 6610049, 6610197, 6611139, 6610810, 6611560, 6611440, 6611157, 6611044, 6611841, 6612036, 6611986, 6612206, 6611440, 6611727, 6611738, 6611928, 4276993760, 4276993760], [6609336, 6609120, 6609083, 6609811, 6609944, 6610352, 6611201, 6611047, 6611540, 6611269, 6611251, 6611061, 6612210, 6611825, 6612118, 6611868, 6611706, 6611737, 6611654, 6611732, 4276993761, 4276993761], [6609058, 6609182, 6609202, 6609958, 6610022, 6610555, 6611085, 6611323, 6611321, 6611457, 6611231, 6611031, 6612236, 6611980, 6612221, 6611688, 6611596, 6611944, 6611608, 6611559, 4276993762, 4276993762], [6609127, 6609297, 6609341, 6609943, 6610280, 6610704, 6610989, 6611438, 6611351, 6611421, 6611108, 6611347, 6612044, 6612033, 6612261, 6611515, 6611772, 6611906, 6611743, 6611221, 4276993763, 4276993763]]
[[6609053, 6610694, 6610893, 6611214, 6610879, 6610976, 6610725, 6610557, 6611788, 6610429, 6610446, 6610279, 6610081, 6609605, 6609492, 6609867, 6609800, 6610113, 6610204, 6610635, 4276993760, 4276993760], [6609350, 6610949, 6610691, 6611269, 6610797, 6611165, 6610575, 6610873, 6611593, 6610224, 6610404, 6610392, 6609862, 6609645, 6609702, 6609682, 6609751, 6610043, 6610551, 6610625, 4276993761, 4276993761], [6609820, 6611052, 6610712, 6611183, 6610836, 6611043, 6610459, 6611368, 6611275, 6610058, 6610380, 6610337, 6609709, 6609738, 6609756, 6609774, 6609461, 6610299, 6610796, 6610425, 4276993762, 4276993762], [6610183, 6611018, 6611112, 6610879, 6610878, 6610838, 6610537, 6611661, 6610825, 6610176, 6610388, 6610202, 6609493, 6609734, 6609893, 6609621, 6609876, 6610211, 6610738, 6610404, 4276993763, 4276993763]]
[[6609640, 6608812, 6608249, 6608856, 6609095, 6609397, 6609652, 6609363, 6609793, 6609357, 6609493, 6608976, 6607896, 6608299, 6608556, 6608969, 6608860, 6608594, 6608640, 6609350, 4276993760, 4276993760], [6609666, 6608657, 6608249, 6608954, 6609050, 6609399, 6609691, 6609595, 6609737, 6609259, 6609390, 6608748, 6607731, 6608572, 6608760, 6608689, 6608913, 6608596, 6608868, 6609044, 4276993761, 4276993761], [6609489, 6608515, 6608326, 6609161, 6608973, 6609539, 6609534, 6609706, 6609588, 6609423, 6609356, 6608288, 6607874, 6608556, 6608994, 6608381, 6609037, 6608775, 6608781, 6608875, 4276993762, 4276993762], [6609144, 6608519, 6608457, 6609201, 6609106, 6609533, 6609666, 6609681, 6609419, 6609508, 6609179, 6608009, 6608265, 6608405, 6609044, 6608496, 6608859, 6608740, 6609079, 6608333, 4276993763, 4276993763]]
[[6609531, 6608994, 6609809, 6610110, 6610195, 6610278, 6610412, 6611354, 6611879, 6610735, 6611435, 6610884, 6611523, 6611273, 6611103, 6610771, 6611016, 6610796, 6609629, 6609544, 4276993760, 4276993760], [6609384, 6609115, 6609909, 6610105, 6610264, 6610291, 6610524, 6611715, 6611389, 6611068, 6611355, 6611000, 6611231, 6611457, 6611015, 6610650, 6611127, 6610440, 6609507, 6609749, 4276993761, 4276993761], [6609256, 6609270, 6610107, 6609907, 6610533, 6610070, 6610775, 6612149, 6610967, 6611182, 6611123, 6611186, 6611297, 6611451, 6610833, 6610757, 6610974, 6610164, 6609432, 6609528, 4276993762, 4276993762], [6609083, 6609488, 6610110, 6610123, 6610479, 6610169, 6611023, 6612280, 6610517, 6611406, 6611001, 6611495, 6611179, 6611273, 6610851, 6610790, 6611010, 6609779, 6609513, 6609151, 4276993763, 4276993763]]
[[6610112, 6610551, 6611266, 6611052, 6611228, 6611201, 6610991, 6610810, 6611504, 6610168, 6610427, 6609424, 6610175, 6609784, 6610061, 6609979, 6610684, 6610024, 6609171, 6609335, 4276993760, 4276993760], [6610286, 6610640, 6611138, 6611024, 6611157, 6611230, 6611037, 6611070, 6611280, 6610127, 6610007, 6609439, 6610514, 6609776, 6609814, 6610268, 6610548, 6609800, 6609241, 6609343, 4276993761, 4276993761], [6610368, 6610808, 6611054, 6611125, 6611164, 6611198, 6610767, 6611602, 6610818, 6610081, 6609760, 6609813, 6610271, 6609838, 6609904, 6610258, 6610703, 6609344, 6609205, 6609490, 4276993762, 4276993762], [6610537, 6611067, 6611055, 6611145, 6611230, 6610987, 6610848, 6611686, 6610315, 6610320, 6609570, 6609976, 6610059, 6609911, 6610025, 6610403, 6610514, 6609166, 6609073, 6609460, 4276993763, 4276993763]]
[[6609787, 6610439, 6610349, 6610629, 6610986, 6610095, 6610082, 6609879, 6609743, 6610055, 6610362, 6610581, 6611003, 6610682, 6610242, 6610235, 6610376, 6609539, 6609624, 6609279, 4276993760, 4276993760], [6609997, 6610389, 6610418, 6610698, 6610753, 6610018, 6610276, 6609611, 6609853, 6610221, 6610341, 6610635, 6611005, 6610643, 6610137, 6610280, 6610370, 6609324, 6609731, 6608979, 4276993761, 4276993761], [6610330, 6610280, 6610549, 6610869, 6610314, 6610086, 6610141, 6609639, 6609926, 6610153, 6610579, 6610707, 6611120, 6610277, 6610123, 6610447, 6610148, 6609236, 6609721, 6608694, 4276993762, 4276993762], [6610533, 6610258, 6610669, 6610835, 6610211, 6609982, 6610222, 6609607, 6609989, 6610121, 6610672, 6610844, 6610978, 6610149, 6610154, 6610489, 6609816, 6609477, 6609435, 6608653, 4276993763, 4276993763]]
[[6609634, 6609947, 6610604, 6611412, 6610991, 6610664, 6611804, 6611311, 6612268, 6610861, 6611418, 6610767, 6611085, 6610444, 6611014, 6611049, 6610712, 6610976, 6610701, 6611540, 4276993760, 4276993760], [6609554, 6610192, 6610671, 6611749, 6610701, 6610646, 6611968, 6611722, 6611910, 6610826, 6611447, 6610740, 6610849, 6610406, 6611113, 6611009, 6610828, 6610887, 6610779, 6611704, 4276993761, 4276993761], [6609516, 6610305, 6610856, 6611677, 6610527, 6610998, 6611827, 6612136, 6611305, 6610989, 6611273, 6610864, 6610637, 6610736, 6611069, 6610915, 6610883, 6610838, 6610826, 6611604, 4276993762, 4276993762], [6609703, 6610462, 6611095, 6611320, 6610605, 6611353, 6611380, 6612526, 6610858, 6611308, 6610891, 6611160, 6610550, 6610898, 6611078, 6610715, 6610847, 6610868, 6611156, 6611143, 4276993763, 4276993763]]
[[6609866, 6610128, 6609704, 6609633, 6609533, 6610255, 6610000, 6609975, 6611245, 6610535, 6610219, 6610028, 6609901, 6610168, 6610136, 6610277, 6610431, 6610491, 6610463, 6610644, 4276993760, 4276993760], [6610020, 6609819, 6609880, 6609657, 6609539, 6610187, 6609882, 6610444, 6611150, 6610344, 6610190, 6610117, 6609766, 6610271, 6610038, 6610446, 6610466, 6610346, 6610713, 6610350, 4276993761, 4276993761], [6610082, 6609745, 6609712, 6609784, 6609722, 6610187, 6609753, 6610850, 6610962, 6610151, 6610118, 6610162, 6609742, 6610347, 6609842, 6610692, 6610456, 6610401, 6610783, 6610055, 4276993762, 4276993762], [6610205, 6609703, 6609511, 6609649, 6610091, 6610200, 6609701, 6611168, 6610569, 6610346, 6609955, 6610174, 6609756, 6610452, 6610038, 6610499, 6610560, 6610260, 6610916, 6609759, 4276993763, 4276993763]]
[[6609558, 6609809, 6610184, 6609705, 6609521, 6609737, 6610256, 6610095, 6611446, 6611036, 6609313, 6610231, 6610487, 6609720, 6609833, 6609923, 6609779, 6609664, 6610138, 6610622, 4276993760, 4276993760], [6609387, 6610066, 6610136, 6609675, 6609417, 6609999, 6610169, 6610451, 6611312, 6610699, 6609316, 6610390, 6610435, 6609757, 6609826, 6609863, 6609793, 6609676, 6610121, 6610829, 4276993761, 4276993761], [6609329, 6610097, 6610278, 6609482, 6609514, 6610073, 6610198, 6610713, 6611386, 6610082, 6609579, 6610396, 6610276, 6609753, 6610021, 6609635, 6609774, 6610110, 6610075, 6610683, 4276993762, 4276993762], [6609580, 6610095, 6609973, 6609541, 6609491, 6610233, 6610188, 6611119, 6611208, 6609578, 6610032, 6610366, 6609985, 6609718, 6610173, 6609526, 6609832, 6610122, 6610350, 6610511, 4276993763, 4276993763]]
[[6609567, 6609467, 6610053, 6609768, 6608874, 6608910, 6608696, 6608759, 6609782, 6610031, 6609904, 6609840, 6610608, 6609993, 6609378, 6609374, 6610215, 6610542, 6610671, 6611411, 4276993760, 4276993760], [6609403, 6609527, 6610150, 6609650, 6608664, 6608869, 6608787, 6608899, 6609829, 6610233, 6609810, 6609866, 6610509, 6609992, 6609318, 6609553, 6610438, 6610568, 6610427, 6611363, 4276993761, 4276993761], [6609480, 6609520, 6610105, 6609488, 6608693, 6608695, 6608943, 6609068, 6609943, 6610100, 6609791, 6610134, 6610351, 6609692, 6609492, 6609739, 6610472, 6610551, 6610697, 6611124, 4276993762, 4276993762], [6609506, 6609633, 6609874, 6609309, 6608869, 6608487, 6609007, 6609498, 6609926, 6609949, 6609793, 6610358, 6610267, 6609487, 6609412, 6609929, 6610615, 6610621, 6611040, 6610463, 4276993763, 4276993763]]
