rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6712018,6685108,6566611,6607180,6542366,6594441,6587241,6565598,6646340,6539984,6635887,6574148,6490914,6601464,6573768,6502778,6545161,6500974,6522391,6401702
1,0,0,0,6724728,6698834,6578275,6620888,6554132,6607857,6600056,6578285,6660149,6553114,6649817,6587857,6504531,6614795,6586940,6517752,6559348,6514425,6536692,6415298
2,31,0,0,6712450,6687528,6566867,6608771,6542802,6596090,6588376,6566715,6648573,6540990,6637231,6575716,6493207,6602652,6575905,6506431,6546813,6502229,6524569,6403452
3,0,0,0,6725154,6699280,6579658,6621978,6555457,6608805,6600674,6578892,6661297,6553405,6650168,6588473,6505972,6615057,6588317,6519713,6559893,6515266,6537625,6416298
4,31,0,0,6711920,6686726,6567575,6610323,6543833,6596041,6587984,6566477,6647801,6540484,6636871,6575753,6493118,6602913,6575927,6506224,6546762,6501822,6524768,6403929
5,0,0,0,6724621,6698947,6579028,6621943,6555891,6608410,6599985,6579114,6660136,6552944,6649559,6588246,6504691,6614948,6587964,6519374,6559218,6514251,6537079,6416620
6,31,0,0,6711387,6686267,6565930,6609590,6543034,6595841,6586667,6566158,6647457,6539843,6636723,6574743,6491965,6601989,6575331,6506136,6545888,6501502,6523648,6403217
7,0,0,0,6724915,6699406,6579627,6622755,6556437,6609149,6600477,6579631,6660587,6553223,6651604,6588114,6505442,6615951,6588537,6519914,6559831,6515872,6537989,6416175
8,31,0,0,6712106,6686457,6566726,6610490,6543263,6595662,6587180,6565786,6647153,6540304,6637952,6574855,6492470,6601943,6574621,6506210,6545824,6501981,6524923,6403130
9,0,0,0,6723503,6699136,6578437,6623070,6555928,6607875,6599834,6578168,6659671,6552655,6650340,6588164,6504728,6615415,6587393,6519220,6558723,6515062,6537173,6415590
10,31,0,0,6711477,6686537,6566924,6610847,6543943,6595535,6587778,6566276,6647113,6540131,6637134,6576020,6492608,6603009,6575176,6506385,6545536,6501818,6523836,6403376
11,0,0,0,6723673,6698077,6579359,6621493,6555349,6608145,6599783,6578763,6659107,6552384,6649609,6587835,6504830,6616017,6588210,6519431,6558359,6514147,6535925,6415190
12,31,0,0,6711926,6686911,6567377,6609596,6543019,6596254,6588535,6566884,6647071,6540509,6637857,6575560,6493623,6603569,6575139,6507109,6546084,6502212,6523435,6403409
13,0,0,0,6724081,6698921,6578714,6621532,6554591,6608105,6600796,6578198,6659019,6551929,6649629,6588121,6505153,6614640,6587312,6519096,6558342,6514206,6536242,6415575
14,31,0,0,6712374,6686779,6566536,6608976,6542954,6595234,6588832,6566607,6646236,6539768,6637314,6575835,6492993,6602131,6574803,6506983,6545584,6501739,6523779,6403699
15,0,0,0,6724545,6699122,6578895,6621111,6554824,6607161,6600638,6578770,6658941,6552314,6649702,6588037,6505523,6614300,6587077,6519456,6558196,6515045,6536943,6416249
16,31,0,0,6712599,6687769,6567415,6610524,6543408,6595792,6589190,6567031,6647311,6540211,6637501,6576601,6493765,6602357,6575756,6507080,6545995,6502720,6525003,6404569
17,0,0,0,6724313,6698883,6578155,6621518,6554877,6607543,6599954,6578715,6659053,6551801,6649024,6588147,6504661,6613928,6587709,6518320,6557710,6513951,6536282,6415259
18,31,0,0,6713008,6686710,6567076,6609499,6543103,6595183,6587517,6566935,6647205,6539537,6636799,6575945,6492602,6601338,6575365,6506104,6545534,6501852,6523859,6402716
19,0,0,0,6724901,6699291,6579090,6622061,6554845,6607885,6600057,6578782,6660291,6552183,6649954,6589073,6504724,6613589,6587740,6518821,6558969,6514722,6536817,6415676
20,31,0,0,6711432,6686253,6565267,6608710,6542058,6595033,6587079,6565460,6646754,6538670,6636209,6575618,6491903,6600088,6574573,6504937,6544560,6500681,6523351,6402689
21,0,0,0,6724149,6699031,6577940,6621418,6554918,6607710,6599469,6578541,6660636,6551248,6649526,6588443,6505334,6612912,6587391,6518341,6558175,6513604,6535540,6415953
22,31,0,0,6711851,6685626,6565844,6609019,6542476,6595441,6586774,6565861,6647308,6538800,6636823,6576261,6492562,6600808,6574114,6505096,6544705,6500992,6522895,6402790
23,0,0,0,6724268,6699150,6579119,6622366,6555555,6608623,6599856,6579228,6660310,6552694,6650582,6589549,6505238,6613818,6587695,6518982,6558803,6514720,6536913,6416245
24,31,0,0,6710796,6685841,6565823,6609124,6541811,6594728,6586561,6565616,6646197,6539057,6635825,6575282,6491878,6599947,6573943,6505016,6544631,6500891,6522904,6402597
25,0,0,0,6724555,6699409,6579640,6622708,6555431,6609321,6600432,6579492,6660375,6552783,6650285,6589324,6506105,6614884,6589210,6519933,6558592,6515701,6537397,6416837
26,31,0,0,6712272,6686478,6566479,6610094,6542645,6596869,6587336,6567033,6647593,6539750,6637206,6576179,6493545,6602270,6576051,6506697,6545483,6502387,6524033,6403946
27,0,0,0,6723749,6699094,6577953,6623161,6555251,6608719,6599783,6578803,6659902,6552067,6650369,6588537,6505936,6614745,6588596,6519662,6558570,6514600,6537156,6416043
28,31,0,0,6711022,6687032,6566178,6611430,6542677,6595939,6587310,6566504,6647749,6539999,6638388,6576829,6493021,6601274,6576210,6506384,6546177,6502282,6524610,6404122
