rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6712599,6685890,6568544,6608876,6543669,6594729,6589079,6566614,6646988,6541716,6639060,6576334,6493171,6603302,6575502,6504470,6544160,6501615,6522679,6400919
1,0,0,0,6725303,6698334,6581434,6622344,6555731,6607736,6601875,6579760,6660338,6555164,6652514,6589177,6506080,6617200,6589248,6517904,6557915,6515005,6534277,6414367
2,31,0,0,6712645,6686880,6568047,6610009,6543251,6595111,6589376,6566581,6647568,6541982,6638677,6576165,6493358,6604885,6575924,6505019,6544844,6502088,6521781,6402126
3,0,0,0,6724153,6697852,6580064,6622000,6554991,6606680,6601681,6579198,6660306,6554596,6651235,6589061,6505625,6617065,6588552,6517846,6557911,6513966,6534709,6414730
4,31,0,0,6712063,6685670,6569278,6610177,6543488,6595094,6589814,6567362,6647914,6542134,6638482,6577369,6493526,6604989,6575985,6505450,6545723,6501007,6523067,6401717
5,0,0,0,6724493,6697913,6581371,6622805,6555608,6606657,6601489,6579054,6659633,6553334,6651273,6589946,6506157,6616864,6587939,6517852,6558539,6513748,6535966,6414133
6,31,0,0,6711965,6685045,6567851,6610273,6543064,6594131,6588861,6566393,6646877,6540720,6637695,6576525,6493309,6603270,6575071,6503976,6545109,6500564,6522096,6400627
7,0,0,0,6725071,6698213,6581051,6623567,6555897,6606565,6601584,6578990,6660229,6553691,6651030,6589920,6506258,6615925,6589095,6517846,6558861,6513637,6535605,6414111
8,31,0,0,6713524,6686681,6569246,6611892,6544095,6594776,6590246,6567183,6648139,6542016,6639239,6577984,6494916,6604098,6576995,6504984,6546591,6501575,6524462,6402753
9,0,0,0,6724834,6697508,6579333,6622893,6555076,6606049,6600932,6578790,6659656,6553761,6650902,6589803,6506023,6615738,6588139,6517635,6558281,6513348,6536101,6413930
10,31,0,0,6713505,6686441,6567466,6611748,6544010,6594133,6589113,6567188,6647318,6541528,6638915,6578194,6494001,6603326,6575777,6505550,6545908,6501398,6524366,6401983
11,0,0,0,6725464,6698528,6580436,6622972,6556263,6606020,6601398,6579089,6659565,6553967,6651549,6590737,6505678,6615655,6588426,6518149,6558633,6514241,6536675,6414744
12,31,0,0,6712611,6685769,6567821,6609632,6542877,6592884,6588266,6566339,6646490,6540955,6638206,6576939,6492617,6602953,6575642,6504392,6544479,6501567,6523114,6401326
13,0,0,0,6724829,6698938,6580071,6622760,6555251,6605416,6600302,6578995,6659130,6553119,6651537,6589821,6505681,6615803,6588131,6517035,6557901,6514604,6536368,6413800
14,31,0,0,6711815,6686210,6567648,6609954,6542974,6592898,6588231,6565908,6646695,6540138,6638230,6577009,6492706,6602790,6575504,6504384,6544285,6501463,6523515,6401143
15,0,0,0,6723482,6697842,6580012,6621948,6554346,6604767,6600854,6578639,6658987,6552540,6649935,6589613,6505301,6614909,6587850,6516540,6557821,6513589,6536010,6414046
16,31,0,0,6712100,6685906,6568255,6609903,6542950,6593176,6588869,6565916,6647045,6540932,6637680,6577126,6493374,6602844,6574903,6504324,6545082,6501307,6524509,6401627
17,0,0,0,6724255,6697351,6579805,6622217,6555473,6605195,6600454,6577883,6658870,6552039,6650196,6588944,6505024,6614825,6586644,6515884,6557390,6513733,6535822,6413130
18,31,0,0,6711847,6685610,6568193,6611260,6543958,6593258,6588968,6566558,6647301,6540032,6638019,6577330,6492744,6603197,6574937,6504391,6545686,6501209,6523023,6401452
19,0,0,0,6724005,6698498,6580667,6623606,6555877,6606139,6601530,6579168,6660257,6552553,6651236,6590155,6504922,6616198,6587905,6517404,6557982,6514477,6536429,6414567
20,31,0,0,6711851,6687000,6568703,6610833,6543614,6594187,6589192,6567007,6648005,6540032,6637754,6578163,6493152,6603631,6576033,6504977,6545047,6501530,6524311,6403272
21,0,0,0,6725081,6699039,6580371,6622648,6555603,6606607,6601790,6578949,6660041,6552768,6650555,6590389,6506172,6615963,6588547,6517883,6558191,6514800,6536684,6416191
22,31,0,0,6712783,6687133,6567739,6609474,6543579,6593434,6589218,6566246,6646981,6540245,6637338,6577376,6493014,6603019,6574875,6504187,6545091,6501383,6523300,6402477
23,0,0,0,6724023,6698904,6580304,6621169,6555765,6606019,6601546,6578316,6659116,6552928,6650604,6589293,6504545,6615435,6587308,6517113,6557371,6513849,6535619,6415214
24,31,0,0,6712230,6687179,6568832,6610186,6543154,6593602,6589380,6566513,6647269,6540338,6638079,6577469,6492650,6603026,6574465,6504776,6544708,6501428,6523731,6403133
