rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6710496,6685033,6566725,6608736,6542800,6593468,6584996,6566514,6645176,6539996,6634547,6574864,6491897,6600504,6574628,6504183,6546135,6500865,6520666,6402122
1,0,1,1,6723041,6697804,6579632,6622475,6555661,6607404,6597726,6579042,6658783,6552965,6648306,6588729,6505986,6613929,6587405,6517211,6559966,6514003,6533069,6415252
2,31,1,1,6711068,6685998,6567744,6611155,6544033,6594054,6585449,6566757,6646123,6539911,6635505,6576324,6493618,6601318,6574590,6505410,6546596,6501945,6521002,6403957
3,0,1,1,6723354,6698394,6579492,6622533,6556127,6605567,6597809,6578569,6658118,6552161,6647429,6588449,6505593,6613267,6586855,6517986,6558609,6514224,6532849,6416053
4,31,1,1,6711277,6686232,6567044,6610372,6543749,6593376,6586422,6566733,6645954,6539456,6634835,6577084,6493267,6600912,6575176,6505470,6545831,6501899,6519892,6404047
5,0,1,1,6723742,6698717,6579415,6623283,6556027,6606092,6599032,6578713,6658781,6552429,6648891,6589707,6505216,6613538,6587846,6518765,6559080,6514781,6533120,6416427
6,31,1,1,6711290,6686214,6567583,6610595,6544403,6594928,6587257,6566692,6645796,6539944,6636043,6577298,6492835,6600870,6574168,6506129,6546412,6502288,6520820,6403411
7,0,1,1,6723116,6698465,6579588,6622695,6556224,6607651,6599791,6578935,6658488,6552326,6648447,6589770,6505533,6614023,6587366,6519069,6560252,6514459,6534153,6416003
8,31,1,1,6709980,6686575,6567096,6609973,6543362,6594704,6586899,6566345,6645540,6538833,6635503,6576330,6492971,6600830,6573794,6505701,6547096,6500903,6520844,6403159
9,0,1,1,6724271,6700149,6580610,6623459,6556477,6607793,6599570,6579527,6659147,6552643,6649389,6589619,6506669,6613989,6588333,6519187,6560606,6515104,6534649,6416012
10,31,1,1,6710996,6686788,6567201,6610116,6543594,6595176,6586819,6566396,6645825,6539340,6635782,6576841,6493551,6601013,6574194,6505522,6546419,6501356,6521140,6402936
11,0,1,1,6723441,6698865,6579833,6622721,6555853,6607203,6599182,6578832,6657828,6551282,6648974,6588588,6505912,6613120,6587378,6518540,6559624,6514294,6534166,6415786
12,31,1,1,6711197,6686288,6567322,6610360,6543526,6594694,6585947,6566831,6645261,6538907,6635174,6576656,6492749,6600545,6574467,6504662,6546897,6501418,6521631,6402922
13,0,1,1,6723350,6698330,6579073,6623176,6556287,6606515,6597715,6578749,6658386,6551899,6647677,6588953,6505368,6613197,6587420,6517730,6559491,6513632,6534235,6415235
14,31,1,1,6711186,6685658,6566770,6609990,6543802,6594233,6585846,6566013,6646131,6539620,6634874,6575879,6492229,6600069,6573664,6504571,6546254,6500568,6520774,6402530
15,0,1,1,6724344,6698377,6579056,6623178,6556004,6607668,6598485,6579625,6659061,6553076,6648313,6588881,6505206,6612953,6587805,6517457,6559027,6514866,6534791,6415136
16,31,1,1,6711445,6686139,6566868,6610842,6543151,6595278,6586136,6566508,6645578,6540497,6635614,6576572,6492933,6601485,6574747,6504759,6546511,6501781,6521466,6402845
17,0,1,1,6724598,6699215,6579788,6624329,6556207,6608569,6599422,6579659,6659262,6553823,6649534,6589763,6505876,6615041,6588060,6519240,6560251,6515408,6535634,6416995
18,31,1,1,6710876,6685875,6567004,6610813,6542030,6594485,6585576,6565700,6646073,6539855,6635939,6575469,6492507,6601381,6574218,6504894,6545995,6501473,6521430,6403190
19,0,1,1,6722997,6698358,6578900,6622985,6554224,6607093,6598095,6578033,6659049,6552516,6649349,6588474,6505536,6612887,6587395,6517774,6558066,6514187,6533742,6415811
20,31,1,1,6710965,6686379,6566723,6609547,6542344,6594925,6585888,6565863,6645575,6539462,6636247,6575563,6492793,6599807,6573660,6505104,6545641,6501764,6520785,6403194
21,0,1,1,6724109,6698203,6578874,6621600,6554677,6607275,6599064,6578535,6658091,6553115,6649753,6588536,6505081,6612697,6586830,6518363,6558194,6515285,6534182,6415057
22,31,1,1,6712527,6686159,6566583,6610257,6543207,6595393,6587783,6566881,6645436,6540346,6636717,6576223,6493287,6600877,6575139,6505708,6546515,6502541,6521929,6402832
23,0,1,1,6724105,6698026,6578896,6622474,6555428,6606921,6599960,6579222,6657925,6553199,6649138,6588669,6505929,6612773,6586626,6518017,6558548,6514535,6534172,6415130
24,31,1,1,6710979,6685287,6566500,6610381,6542549,6594531,6587334,6566982,6646250,6540393,6635968,6575645,6493213,6600311,6573242,6504992,6545412,6501569,6520483,6402289
25,0,1,1,6723355,6697331,6579212,6623178,6554826,6607037,6599946,6579132,6658760,6553309,6649339,6588418,6505250,6613124,6586268,6518139,6558508,6513580,6533690,6414464
