rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6711898,6685587,6565923,6610057,6543536,6594161,6586415,6565337,6646064,6540324,6636363,6575993,6491128,6600767,6575508,6504012,6545664,6502021,6522584,6402772
1,0,0,0,6724375,6698261,6577743,6621864,6555409,6606950,6597737,6578600,6659603,6552141,6649119,6588946,6504065,6614880,6588344,6518944,6558376,6514906,6535321,6415954
2,31,0,0,6711916,6686340,6566153,6610004,6542992,6595312,6586196,6566405,6647193,6540780,6636539,6577372,6492352,6603456,6576551,6505956,6546401,6502134,6522823,6403767
3,0,0,0,6723812,6697992,6578110,6622451,6555056,6607398,6598519,6579084,6659125,6553081,6650000,6589685,6504603,6616197,6588644,6518567,6558982,6514375,6535294,6415832
4,31,0,0,6711647,6685021,6565947,6610540,6543002,6594977,6586572,6566885,6647155,6539870,6637734,6576906,6491182,6603956,6576663,6505747,6546045,6501760,6522291,6403971
5,0,0,0,6724053,6697296,6577312,6621572,6554278,6607096,6598726,6578421,6659333,6552815,6649506,6589208,6503480,6616158,6588862,6518623,6557712,6513411,6535184,6415751
6,31,0,0,6711945,6685244,6565415,6608882,6542536,6594682,6587309,6566246,6647553,6539649,6637211,6577486,6491476,6603693,6576155,6505697,6544950,6501593,6523221,6403799
7,0,0,0,6724209,6698124,6578518,6622139,6555391,6607322,6600063,6578591,6660287,6552087,6650313,6590059,6503815,6616018,6588742,6518906,6558605,6514663,6535826,6416355
8,31,0,0,6711425,6685291,6566104,6610245,6542427,6595133,6587094,6566028,6646577,6538823,6637489,6577110,6491138,6603614,6575534,6505612,6544659,6500978,6522626,6403499
9,0,0,0,6723921,6697952,6578873,6622563,6554927,6607767,6599175,6578350,6659193,6552008,6650353,6589486,6503853,6616743,6588169,6518752,6558456,6513827,6535850,6415571
10,31,0,0,6710188,6684376,6565270,6608929,6540968,6594219,6585421,6564384,6645629,6537914,6635798,6575389,6490751,6603002,6575291,6504329,6544596,6500411,6521610,6401844
11,0,0,0,6723827,6697830,6578611,6622926,6554608,6607630,6599212,6578081,6659030,6552339,6649901,6589677,6504277,6617077,6589384,6518045,6558521,6514246,6536661,6415798
12,31,0,0,6711071,6685020,6565621,6609991,6542462,6594773,6585717,6564830,6646056,6539608,6635289,6576177,6490831,6604265,6574726,6504693,6545015,6501114,6522497,6402890
13,0,0,0,6724107,6698144,6578070,6622968,6555341,6606542,6599398,6578417,6659453,6553049,6650437,6589568,6504348,6617537,6589278,6518482,6558878,6514682,6535968,6416419
14,31,0,0,6712105,6686885,6566415,6610985,6543257,6594340,6587345,6566672,6647286,6539799,6637628,6577173,6492539,6604564,6576744,6506015,6546141,6502086,6523461,6403490
15,0,0,0,6723471,6698474,6577501,6622378,6554323,6606644,6598887,6578227,6659140,6551507,6649765,6589400,6504023,6615907,6587460,6518295,6557728,6514020,6534937,6415413
16,31,0,0,6711912,6686799,6565941,6610536,6541757,6594143,6586816,6565912,6646834,6538990,6636894,6577001,6492735,6604263,6575732,6505423,6545075,6501815,6522698,6403121
17,0,0,0,6723743,6698720,6578238,6623246,6553987,6606763,6599270,6578756,6659598,6551712,6649367,6589406,6504818,6616588,6588336,6518051,6557817,6514682,6535553,6415122
18,31,0,0,6711580,6685719,6565861,6609959,6542260,6594609,6586341,6566095,6647049,6539187,6636361,6576943,6491747,6603932,6576145,6505128,6544623,6502448,6522901,6403167
19,0,0,0,6724710,6698710,6577809,6622803,6554206,6607241,6598776,6579101,6659856,6552085,6650270,6589661,6505069,6616594,6589254,6518315,6557949,6515433,6535447,6416504
20,31,0,0,6712878,6687061,6566590,6610869,6542583,6595432,6587037,6566863,6647424,6539663,6638038,6577142,6493300,6604621,6576973,6507004,6545188,6502892,6523418,6404361
21,0,0,0,6724037,6698818,6578965,6622274,6553942,6608305,6599354,6578626,6660215,6552104,6650728,6589513,6505266,6617344,6588947,6518537,6558150,6515566,6535946,6415897
22,31,0,0,6711178,6686481,6566778,6609711,6541716,6595541,6586831,6566137,6647330,6538919,6638260,6576912,6492868,6604565,6576948,6504928,6544989,6502534,6522545,6403528
23,0,0,0,6723139,6698411,6578796,6622348,6554441,6607820,6599287,6578862,6660314,6551502,6650922,6589382,6505409,6617247,6588867,6518839,6557683,6515050,6535442,6416154
24,31,0,0,6710748,6685927,6565398,6609259,6541504,6594742,6586405,6565690,6646663,6537903,6637526,6576076,6491516,6603901,6574560,6504966,6543318,6502098,6522198,6402975
25,0,0,0,6723898,6698620,6577356,6622228,6554155,6607432,6599154,6578424,6659421,6551731,6650344,6589229,6504437,6616393,6587961,6518276,6557720,6515594,6535840,6416261
26,31,0,0,6711637,6686818,6565533,6610367,6543083,6595699,6587912,6566781,6647025,6539572,6638249,6576985,6492249,6604438,6576056,6506122,6544501,6502804,6523396,6403335
27,0,0,0,6723225,6698828,6576812,6621834,6554270,6607162,6598350,6578350,6659020,6551541,6650159,6589350,6503333,6616024,6588658,6518317,6557213,6514058,6534759,6415372
28,31,0,0,6711115,6686491,6564365,6609641,6541734,6594260,6585825,6565841,6646505,6539007,6637215,6576310,6491409,6602831,6575243,6505431,6544385,6501837,6521123,6402571
29,0,0,0,6724241,6699372,6577493,6622514,6554188,6607787,6598310,6579125,6659441,6552304,6650575,6589565,6504406,6616451,6588476,6519613,6558356,6515164,6534659,6415815
30,31,0,0,6712112,6686932,6565562,6610735,6542871,6595396,6587600,6566618,6647013,6540066,6637828,6576719,6491957,6604212,6575772,6506567,6544890,6502762,6522515,6403885
31,0,0,0,6723666,6697953,6577208,6622913,6554688,6607037,6599126,6577826,6658705,6551853,6650062,6588621,6504167,6615512,6587982,6518700,6557243,6515027,6534596,6415700
32,31,0,0,6711997,6685581,6565285,6610569,6541874,6594835,6586211,6565955,6646072,6539472,6636826,6576806,6491447,6603235,6574869,6505349,6543756,6502229,6521372,6403238
33,0,0,0,6724468,6698834,6577470,6623507,6554953,6607399,6599068,6578881,6658436,6552755,6649760,6589512,6503870,6615923,6588597,6519167,6557422,6515196,6533842,6416667
34,31,0,0,6711922,6686585,6565228,6611138,6542532,6595302,6587632,6566389,6646136,6539996,6637023,6577170,6491336,6603881,6575700,6505306,6544305,6502348,6522095,6403909
35,0,0,0,6724287,6698806,6577832,6623273,6554700,6607930,6600447,6578883,6659431,6553062,6650159,6590097,6503956,6615918,6589242,6518591,6557873,6515866,6535258,6417069
36,31,0,0,6711640,6685972,6565457,6611080,6542467,6595160,6587877,6566191,6646695,6539931,6637728,6577486,6491930,6603236,6575874,6505897,6544538,6503073,6522299,6404546
37,0,0,0,6723859,6698134,6577379,6622507,6553844,6607689,6600009,6578727,6658788,6552276,6649714,6589161,6503872,6616016,6588968,6518795,6557435,6515530,6535149,6416706
38,31,0,0,6711483,6685945,6565843,6609662,6542482,6595438,6587884,6566615,6647057,6540015,6637476,6576976,6492036,6603501,6576448,6505820,6544947,6502742,6521996,6404484
39,0,0,0,6723980,6697565,6577751,6622230,6554556,6608130,6600736,6579145,6659566,6552332,6651003,6589517,6504476,6616079,6588853,6518340,6557694,6515498,6534644,6417148
40,31,0,0,6711198,6685557,6565454,6610557,6542614,6595092,6587626,6566007,6646588,6538851,6637814,6576633,6491782,6603779,6576214,6505558,6544251,6502111,6522343,6404412
41,0,0,0,6723403,6697308,6578234,6622859,6554812,6607353,6598703,6578069,6659541,6551570,6651175,6589242,6504135,6616520,6588730,6518663,6557582,6515070,6535201,6417731
42,31,0,0,6711319,6685207,6566071,6611191,6542210,6595279,6586357,6566429,6647123,6539166,6638334,6577202,6491888,6604321,6576186,6505875,6544946,6502744,6522705,6405979
43,0,0,0,6722493,6697129,6577729,6623306,6553520,6606969,6598847,6578253,6659617,6551435,6650201,6589181,6503323,6616397,6588930,6518191,6556780,6515269,6534570,6417555
44,31,0,0,6709202,6684320,6565310,6609857,6540929,6594068,6585557,6565498,6646528,6538514,6636343,6576133,6490688,6602888,6575480,6504635,6544552,6501219,6520940,6404163
45,0,0,0,6721651,6696481,6577320,6621891,6553161,6606971,6597609,6577130,6658782,6551012,6648511,6588531,6502665,6614480,6587460,6517778,6557511,6513928,6534158,6416434
46,31,0,0,6709102,6683436,6564496,6609957,6540587,6593967,6585387,6565138,6646098,6538609,6636148,6576350,6490867,6601890,6574209,6504520,6544072,6500876,6521504,6404147
47,0,0,0,6722166,6696376,6577192,6622522,6553050,6607175,6598255,6578000,6658671,6551220,6649329,6588950,6503420,6614846,6586950,6517668,6557272,6514301,6534830,6416707
48,31,0,0,6710678,6684628,6565685,6610751,6541539,6595226,6586416,6566773,6646705,6539249,6637015,6577055,6491504,6602394,6575076,6505511,6543888,6501453,6521184,6404156
49,0,0,0,6722567,6696377,6576546,6621742,6552885,6606661,6597388,6577893,6658492,6551612,6649073,6588785,6503225,6614022,6587479,6517443,6556691,6513922,6533673,6416440
50,31,0,0,6709480,6683493,6563544,6608550,6540164,6593631,6584806,6564910,6645168,6538237,6635258,6575447,6490138,6601430,6574222,6503442,6543035,6500430,6520418,6402658
51,0,0,0,6722428,6696249,6575985,6622376,6553185,6607872,6598221,6577894,6658675,6551549,6648795,6588651,6503134,6614240,6588225,6517399,6556443,6514020,6534460,6415843
52,31,0,0,6710499,6683913,6565048,6609521,6541219,6594874,6586225,6565834,6646834,6539257,6635979,6576580,6490511,6602313,6575297,6504942,6543791,6501535,6522138,6403229
53,0,0,0,6723964,6697216,6577266,6622742,6554024,6607539,6598985,6578661,6659458,6553586,6650111,6589805,6503855,6615963,6588089,6518629,6557544,6514763,6536148,6416597
54,31,0,0,6710466,6683203,6563570,6609699,6540586,6593705,6585039,6565442,6645607,6538985,6635313,6576159,6490476,6602058,6574919,6504791,6543220,6501442,6521526,6403600
55,0,0,0,6722096,6695970,6575682,6621694,6552469,6606226,6597250,6577532,6657632,6551364,6647905,6588400,6502552,6614708,6587589,6517391,6556095,6513877,6534269,6414919
56,31,0,0,6710497,6684258,6564445,6610051,6540482,6594471,6585846,6566403,6646507,6539468,6635463,6577647,6490480,6603017,6575437,6505098,6543487,6501595,6522329,6403166
57,0,0,0,6721798,6696105,6575698,6621246,6551961,6605485,6596838,6577703,6658233,6550580,6647162,6588170,6502085,6614539,6586965,6517410,6555359,6513676,6533693,6414537
58,31,0,0,6710731,6684838,6564338,6609967,6541202,6594091,6585207,6565674,6646686,6539039,6635538,6576919,6490196,6602744,6575734,6505548,6543285,6501832,6521813,6402764
59,0,0,0,6722481,6696417,6575415,6621898,6552718,6606373,6597104,6577508,6657861,6550674,6647143,6588962,6501682,6614345,6587346,6517231,6556123,6513979,6534875,6414260
60,31,0,0,6711078,6684158,6564350,6609972,6540611,6594995,6585772,6565348,6645943,6538406,6634881,6576552,6489795,6602215,6574760,6505095,6543338,6501246,6522028,6402828
61,0,0,0,6723977,6697308,6577591,6622615,6553838,6607643,6598224,6578142,6659280,6551941,6648596,6589859,6503129,6614996,6587982,6517703,6556096,6513870,6535339,6415828
62,31,0,0,6710870,6684836,6564810,6609910,6541542,6595125,6585967,6566190,6646811,6540180,6634998,6577091,6489884,6602318,6575668,6504509,6542304,6501235,6522076,6402681
63,0,0,0,6723254,6696843,6577047,6621684,6553915,6607487,6597913,6578684,6659919,6552326,6647875,6589565,6502875,6615709,6588401,6517750,6554943,6514482,6534781,6416065
64,31,0,0,6710577,6684271,6564128,6609363,6541570,6594142,6585585,6566540,6646849,6539437,6635169,6576546,6490151,6602743,6574863,6504468,6541351,6501254,6522027,6402753
65,0,0,0,6722970,6697056,6576196,6621683,6554137,6606592,6597625,6579383,6659123,6552039,6647677,6588904,6503340,6615453,6588128,6518042,6555281,6513761,6535348,6416052
66,31,0,0,6709920,6684855,6563801,6609869,6541674,6594066,6585444,6566548,6646073,6539277,6634952,6576322,6491216,6603071,6574913,6504872,6542650,6500578,6522513,6403190
67,0,0,0,6721791,6697598,6575948,6621724,6553552,6606055,6598335,6579102,6658427,6551724,6648100,6588877,6502794,6614849,6588854,6517529,6555301,6513656,6534959,6415220
68,31,0,0,6710211,6685609,6564199,6610176,6542839,6594500,6586683,6567071,6646656,6539610,6635996,6577160,6491431,6602452,6576522,6505317,6543103,6501711,6523074,6403753
69,0,0,0,6721790,6697109,6575803,6621912,6554148,6606625,6598319,6578354,6658167,6551991,6647958,6589202,6502810,6614805,6587476,6517920,6555599,6514598,6533922,6415870
70,31,0,0,6709724,6684157,6563408,6610453,6541047,6594016,6585119,6565688,6645364,6539329,6634522,6576190,6489983,6602258,6575280,6504900,6542682,6500647,6520333,6402035
71,0,0,0,6722325,6697088,6576654,6623116,6552871,6606387,6598022,6578396,6658989,6552801,6647903,6589381,6502443,6614954,6587891,6518169,6555957,6514468,6533703,6415556
