rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6709763,6684336,6567888,6607027,6540723,6593122,6585110,6564957,6645489,6540453,6635941,6574191,6490289,6600771,6574698,6504102,6544597,6499695,6519936,6402661
1,0,0,0,6722303,6696665,6580028,6620289,6552770,6605962,6597418,6578145,6657710,6552590,6648678,6587071,6503250,6614381,6586752,6516996,6557405,6512761,6532920,6414797
2,31,0,0,6710454,6686213,6569058,6610040,6542031,6594753,6586399,6565903,6646223,6541798,6635759,6575385,6490943,6601887,6574170,6504814,6545585,6500427,6522036,6403854
3,0,0,0,6722385,6697290,6580424,6621930,6553339,6605984,6598448,6578350,6658994,6553521,6648660,6588166,6502837,6613750,6586502,6518088,6557996,6512428,6534136,6416054
4,31,0,0,6709879,6685449,6567456,6609304,6540262,6593832,6585264,6565025,6646384,6540455,6635548,6575406,6490551,6601274,6574072,6504490,6544555,6498858,6520320,6403741
5,0,0,0,6722942,6698041,6579570,6622644,6553086,6606946,6597355,6578770,6659358,6553590,6649128,6588917,6502979,6615026,6587163,6518205,6558885,6512161,6533822,6417137
6,31,0,0,6710819,6684934,6566982,6608838,6540835,6593222,6584813,6565761,6646416,6540313,6635560,6575445,6490283,6601754,6573688,6505029,6545192,6499033,6521316,6403606
7,0,0,0,6723704,6697452,6580208,6622057,6553526,6606221,6598151,6578446,6659109,6553514,6649123,6588461,6503416,6614339,6586872,6518323,6558935,6512836,6534538,6416000
8,31,0,0,6711054,6686118,6567645,6610047,6541638,6593197,6586146,6565593,6646590,6540584,6635886,6575740,6491093,6601725,6573584,6505112,6545724,6499340,6521108,6403498
9,0,0,0,6723522,6698893,6580319,6622592,6553993,6606027,6599114,6578412,6659676,6553250,6649515,6588763,6503933,6614815,6587127,6518433,6559787,6512573,6534705,6416386
10,31,0,0,6711819,6686507,6567847,6609493,6541553,6593750,6586705,6566140,6646960,6541207,6636469,6576433,6491749,6602642,6575849,6505510,6546469,6499792,6522542,6403952
