rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,0,6711515,6684234,6567469,6607069,6541524,6592618,6584869,6565477,6646099,6539303,6635581,6576017,6490299,6600942,6572903,6503930,6543559,6500573,6520986,6401785
1,0,0,0,6723960,6696590,6580012,6620574,6554320,6605872,6597921,6578575,6659257,6552539,6648353,6589420,6504057,6613571,6585871,6518007,6556439,6514095,6533678,6414856
2,31,0,0,6711937,6684698,6568228,6609860,6542898,6593952,6585992,6565467,6646415,6540040,6635682,6576812,6491929,6600927,6573409,6505120,6543343,6501828,6521215,6402460
3,0,0,0,6723833,6696509,6579718,6622388,6554542,6606481,6597839,6577858,6658434,6552534,6648548,6588836,6504417,6613800,6586425,6518366,6556636,6514199,6534706,6414686
4,31,0,0,6711164,6684132,6566711,6610375,6542007,6593338,6585093,6565586,6645998,6539248,6634808,6575725,6491556,6601746,6573389,6505090,6543316,6501187,6521615,6402269
5,0,0,0,6722664,6696747,6578641,6622145,6554007,6605239,6597277,6577374,6658612,6551409,6647953,6587790,6504079,6614189,6586278,6517440,6555774,6514018,6534399,6414060
6,31,0,0,6710539,6683975,6566719,6610519,6541218,6593976,6585498,6564983,6646544,6538630,6635017,6575680,6491800,6601901,6573418,6504824,6543072,6501925,6521665,6402239
7,0,0,0,6722101,6695384,6577694,6622532,6552421,6605938,6597359,6576939,6659061,6551447,6647894,6587520,6503703,6614024,6585380,6517551,6556522,6513853,6533911,6414303
8,31,0,0,6709919,6683390,6565876,6610146,6540422,6593071,6584591,6565170,6646301,6538393,6635284,6574763,6491008,6601140,6573789,6504686,6543515,6500865,6521027,6401893
9,0,0,0,6723528,6696762,6579396,6623541,6553323,6606452,6597613,6578175,6658939,6551385,6648704,6587757,6503946,6614209,6586680,6518420,6557401,6514771,6534184,6415387
10,31,0,0,6711342,6685337,6566883,6610336,6541066,6594126,6585296,6565630,6646199,6539485,6635981,6575359,6491711,6601925,6573534,6505416,6543959,6501082,6520782,6402708
11,0,0,0,6723292,6696732,6578197,6622481,6552677,6606369,6597852,6577768,6658648,6552331,6648035,6587798,6503655,6614639,6586248,6518072,6556827,6514071,6533999,6415049
12,31,0,0,6710869,6685043,6565733,6609650,6540699,6594218,6585618,6565635,6646312,6539332,6635719,6575346,6491404,6601928,6573371,6505500,6543859,6501945,6522057,6402449
