rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,-1,6715121,6689916,6570935,6610994,6542750,6596124,6590358,6567621,6647536,6538794,6638070,6577979,6491881,6602814,6574536,6505197,6545340,6501541,6524771,6404939
1,0,1,-1,6727337,6702082,6582731,6623963,6555090,6608610,6602283,6580040,6660421,6551704,6651408,6591861,6504260,6615706,6587185,6518708,6559560,6514706,6537624,6417633
2,31,1,-1,6715770,6690138,6571638,6612631,6543527,6597299,6591214,6567741,6649037,6540178,6639581,6580339,6493150,6604614,6575983,6507498,6546958,6502001,6525262,6406147
3,0,1,-1,6727933,6702119,6583500,6625374,6555718,6608963,6604001,6580356,6661872,6552542,6652331,6592062,6506009,6617390,6588415,6521166,6559003,6514869,6537832,6418179
4,31,1,-1,6715455,6689945,6571255,6613954,6543347,6597582,6591668,6567855,6649625,6540107,6639926,6579944,6493450,6604920,6575498,6508084,6546387,6502759,6525876,6405761
5,0,1,-1,6727998,6702349,6583445,6625965,6555372,6609849,6603587,6580266,6661983,6552160,6652575,6592505,6505280,6617684,6588240,6520533,6559510,6515354,6538789,6418424
6,31,1,-1,6715441,6689670,6570446,6613215,6542560,6596746,6591382,6567411,6649484,6539332,6639610,6579636,6492958,6604818,6575504,6507637,6546217,6502957,6525323,6405338
7,0,1,-1,6727982,6701808,6583013,6625068,6554835,6609180,6603779,6579848,6661864,6552180,6652362,6592334,6505585,6616985,6587614,6520594,6559565,6515261,6538403,6417407
8,31,1,-1,6715775,6689465,6570626,6613367,6543085,6596592,6591187,6567228,6650025,6539829,6639469,6579811,6493030,6604394,6574226,6507708,6545480,6502265,6526013,6404925
9,0,1,-1,6727225,6701376,6582219,6624756,6554728,6609315,6603192,6579072,6662158,6551987,6652636,6591865,6504876,6615639,6586966,6520630,6558453,6514409,6538162,6417090
