rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,1023,74916,74537,73715,73728,74309,67892,66781,67318,66940,66773,75200,74486,73920,74460,74064,64487,63752,63972,64392,63819
1,0,0,1023,78483,78080,77203,77194,77852,70732,69631,70209,69794,69629,78817,78065,77521,78042,77611,67296,66553,66784,67210,66637
2,31,0,1023,74950,74568,73755,73748,74353,67902,66814,67342,66969,66817,75219,74504,73935,74483,74085,64512,63761,63975,64405,63843
3,0,0,1023,78494,78097,77193,77198,77858,70744,69628,70218,69788,69636,78801,78067,77531,78038,77605,67305,66550,66773,67208,66643
4,31,0,1023,74961,74583,73750,73764,74354,67903,66816,67343,66962,66807,75214,74504,73951,74481,74075,64513,63755,63971,64403,63844
5,0,0,1023,78515,78129,77214,77214,77882,70750,69638,70226,69815,69645,78815,78081,77559,78059,77623,67317,66552,66796,67222,66656
6,31,0,1023,74962,74583,73742,73767,74365,67910,66813,67340,66981,66810,75210,74500,73955,74490,74086,64504,63758,63974,64407,63851
7,0,0,1023,78488,78117,77202,77212,77870,70757,69643,70213,69817,69643,78794,78078,77530,78047,77626,67312,66555,66782,67220,66656
8,31,0,1023,74953,74587,73751,73757,74371,67911,66838,67337,66987,66811,75204,74507,73945,74490,74084,64507,63751,63970,64411,63846
9,0,0,1023,78490,78112,77195,77192,77871,70747,69649,70208,69815,69629,78805,78076,77531,78057,77605,67296,66544,66769,67213,66647
10,31,0,1023,74947,74582,73743,73759,74361,67893,66834,67337,66983,66808,75206,74500,73954,74489,74073,64503,63753,63964,64404,63833
11,0,0,1023,78489,78105,77201,77199,77861,70734,69653,70208,69816,69634,78791,78056,77533,78054,77606,67300,66535,66767,67215,66631
12,31,0,1023,74962,74582,73757,73758,74362,67904,66851,67352,66993,66807,75218,74504,73943,74504,74075,64514,63755,63985,64413,63843
