rep,heat_enabled,transmitter_bit_orig,transmitter_bit_pred,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,1,1,6725568,6696982,6576241,6615540,6551561,6601062,6598615,6574790,6655346,6546566,6643256,6587476,6500455,6612345,6584812,6514885,6554007,6511386,6530517,6408598
1,0,1,1,6737973,6709837,6588548,6628497,6563345,6613741,6611379,6587614,6668070,6558365,6655919,6600800,6513076,6625464,6597293,6527584,6567590,6523989,6543067,6421458
2,31,1,1,6725593,6698841,6576399,6617196,6551059,6601358,6598875,6575702,6655808,6545625,6643024,6588564,6501083,6612122,6584151,6514254,6554261,6511497,6529751,6409578
3,0,1,1,6738337,6711215,6588183,6629895,6564013,6613544,6612164,6588595,6668484,6559138,6656153,6601085,6513569,6624720,6597456,6527612,6568311,6524184,6543532,6422204
4,31,1,1,6725584,6698353,6575781,6617088,6551273,6600693,6599061,6574821,6655564,6546163,6642482,6588115,6500656,6611389,6584302,6514348,6554811,6510417,6530049,6409067
5,0,1,1,6737730,6710561,6587623,6629160,6564126,6613937,6611876,6587110,6667599,6557643,6656485,6600984,6513556,6624479,6596826,6527874,6568660,6523347,6543203,6421847
6,31,1,1,6725119,6697464,6575062,6617055,6551443,6601378,6598868,6574031,6654947,6545144,6642918,6588035,6500716,6611606,6583748,6513968,6555762,6510490,6530264,6409076
7,0,1,1,6737639,6710052,6587682,6629392,6563102,6614465,6611373,6586904,6668217,6557963,6656722,6601058,6512808,6624322,6597717,6527583,6568783,6523677,6543320,6421592
8,31,1,1,6725133,6697400,6575436,6617767,6550545,6602286,6599197,6574256,6655471,6544825,6643887,6588842,6500257,6611043,6585244,6514536,6555323,6510353,6530813,6409376
9,0,1,1,6736462,6710039,6587253,6629674,6563151,6614661,6612256,6587041,6668475,6557706,6656630,6600853,6512678,6623697,6597786,6526918,6568699,6523743,6543785,6422596
10,31,1,1,6723925,6697774,6575110,6616723,6550821,6601960,6600315,6574502,6655426,6545539,6643367,6587852,6500292,6611540,6585057,6514686,6554715,6510349,6530790,6410465
11,0,1,1,6737587,6711037,6587832,6630990,6563802,6615082,6613168,6587538,6668459,6558602,6657933,6601651,6513060,6623758,6597566,6528086,6568052,6523661,6544614,6423233
12,31,1,1,6725036,6698206,6574872,6617667,6550491,6602126,6599403,6574716,6655404,6545073,6644419,6588801,6500615,6610358,6584575,6514584,6554665,6510835,6530809,6410362
13,0,1,1,6737223,6710769,6587903,6630304,6563446,6614996,6612550,6587405,6668270,6558078,6657739,6601589,6512915,6623084,6597918,6528031,6568392,6523609,6543542,6422840
14,31,1,1,6724903,6698386,6575991,6616996,6551291,6602571,6600229,6575214,6655491,6545152,6644546,6589018,6500411,6610622,6584587,6515164,6554744,6510551,6530926,6410467
15,0,1,1,6737509,6710780,6587470,6630031,6563618,6614589,6612697,6588030,6668061,6558266,6657161,6601344,6513241,6623161,6597596,6528190,6568439,6523575,6544360,6422960
16,31,1,1,6725389,6698016,6575540,6618211,6551237,6602015,6600417,6574954,6655753,6545430,6644249,6589236,6501031,6610260,6584747,6515394,6555921,6510833,6530915,6410393
17,0,1,1,6736492,6709784,6587154,6630224,6563440,6613921,6611626,6586938,6666359,6557843,6656389,6600953,6512530,6622013,6596808,6527391,6568408,6523016,6543035,6422303
18,31,1,1,6725112,6698609,6575511,6619487,6551580,6602081,6600393,6575021,6655569,6545945,6644691,6589226,6501151,6611412,6584984,6515240,6555839,6510752,6531447,6410269
19,0,1,1,6736502,6710074,6586371,6630775,6563543,6613534,6611914,6586789,6667447,6557583,6656491,6600906,6512785,6622234,6596182,6527382,6568009,6522830,6543562,6422182
20,31,1,1,6723829,6697687,6574333,6617748,6551343,6600676,6599311,6574038,6654430,6545494,6643752,6588394,6500759,6609255,6583935,6514702,6555352,6509956,6530944,6409194
21,0,1,1,6737310,6710994,6587464,6630875,6564373,6614165,6612284,6587858,6668104,6559032,6657346,6601504,6514084,6622794,6597414,6528223,6568783,6523879,6543750,6422421
22,31,1,1,6724809,6698778,6576026,6618432,6552422,6601692,6599635,6575752,6655558,6546521,6644434,6588707,6501370,6610372,6584600,6515629,6555650,6511284,6531260,6410033
23,0,1,1,6736840,6710367,6586754,6630945,6563483,6613665,6611996,6587674,6667207,6558873,6656942,6600871,6513261,6622621,6596823,6527940,6568225,6523879,6543800,6422193
24,31,1,1,6724571,6697186,6574990,6618303,6551137,6601852,6599758,6575371,6654810,6546029,6644183,6588355,6499958,6610137,6584731,6514463,6555372,6510273,6531072,6409621
25,0,1,1,6737445,6710661,6588649,6631663,6563639,6615060,6612961,6588503,6668676,6559490,6657688,6601813,6513238,6623740,6598047,6528809,6568490,6524723,6545161,6423561
26,31,1,1,6724502,6698580,6575695,6618023,6550851,6602116,6600471,6574845,6655239,6546083,6644412,6589201,6500374,6611062,6585019,6515108,6554952,6511314,6532126,6410435
27,0,1,1,6736678,6710815,6587653,6629372,6562378,6614061,6611886,6586722,6667089,6558035,6656019,6600795,6513062,6622377,6596604,6527657,6566361,6523145,6543869,6422594
28,31,1,1,6724267,6698461,6575397,6617670,6550230,6601932,6599446,6574945,6654517,6545241,6643111,6587519,6499998,6610043,6584474,6514774,6554281,6510388,6531097,6410133
29,0,1,1,6735788,6710282,6587001,6630130,6562263,6613440,6611138,6586841,6666247,6557700,6655417,6599619,6512219,6622176,6597772,6527465,6567421,6522920,6543267,6421575
30,31,1,1,6723852,6697321,6574850,6616990,6549919,6601031,6598558,6573918,6654443,6545497,6642536,6587649,6499653,6609994,6585124,6514233,6554087,6510384,6529868,6409782
31,0,1,1,6735600,6709027,6586848,6629221,6561460,6612824,6610608,6585733,6666589,6557319,6655165,6599470,6511730,6622223,6598071,6526575,6566737,6522839,6542252,6421972
32,31,1,1,6723746,6696543,6574956,6616846,6550547,6600480,6599259,6573458,6654633,6545072,6643074,6587686,6499611,6609862,6585407,6514292,6554203,6510469,6530280,6410400
33,0,1,1,6736683,6709129,6587467,6629317,6562631,6613252,6611360,6586989,6666894,6557963,6656007,6600582,6512181,6622664,6598746,6527787,6567590,6523815,6543479,6423088
34,31,1,1,6724532,6696540,6575375,6616686,6551002,6600593,6599623,6573977,6654533,6545281,6642417,6588049,6499046,6610054,6584771,6514860,6554306,6510695,6530622,6410383
35,0,1,1,6736445,6707551,6586835,6629536,6562465,6612434,6612420,6585738,6666171,6557245,6655144,6600040,6511314,6620950,6597489,6526853,6566927,6522338,6542859,6422550
36,31,1,1,6724054,6695284,6574290,6616807,6550114,6599171,6599099,6573771,6653870,6544759,6641714,6586894,6499289,6608542,6584553,6514162,6554507,6509461,6529679,6410281
37,0,1,1,6736465,6707881,6586888,6629599,6562050,6611963,6611423,6586037,6666555,6557912,6654961,6600102,6512034,6622566,6597606,6527099,6567557,6523233,6542374,6422242
38,31,1,1,6724710,6695913,6575169,6617479,6550406,6599612,6598769,6574957,6654742,6545948,6642175,6588212,6500030,6609694,6585038,6514507,6553018,6510336,6530137,6409654
39,0,1,1,6737203,6709442,6587412,6630123,6563046,6613526,6611888,6588115,6668769,6559542,6656297,6601363,6512944,6622634,6598365,6528408,6566360,6523366,6544589,6423196
