rep,heat_enabled,transmitter_bit,transmitter_mask,ctrl_0_ro_0,ctrl_0_ro_1,ctrl_0_ro_2,ctrl_0_ro_3,ctrl_0_ro_4,ctrl_1_ro_0,ctrl_1_ro_1,ctrl_1_ro_2,ctrl_1_ro_3,ctrl_1_ro_4,ctrl_2_ro_0,ctrl_2_ro_1,ctrl_2_ro_2,ctrl_2_ro_3,ctrl_2_ro_4,ctrl_3_ro_0,ctrl_3_ro_1,ctrl_3_ro_2,ctrl_3_ro_3,ctrl_3_ro_4
0,31,0,1023,836089,833171,817921,823037,814836,821151,820877,817491,827883,814740,826339,819132,808504,822300,818640,810238,815219,809869,812826,797426
1,0,0,1023,842854,839893,824541,829781,821363,827819,827491,823961,834557,821398,833104,825846,815213,829062,825589,816978,822039,816636,819568,804067
2,31,0,1023,836943,833954,818702,823987,815548,821906,821596,818223,828785,815569,827021,819946,809368,823074,819559,811074,815972,810746,813636,798257
3,0,0,1023,843301,840158,824873,830303,821710,828152,827838,824508,835007,821702,833474,826184,815441,829457,825886,817287,822210,816982,819905,804489
4,31,0,1023,837024,833919,818705,823954,815494,821908,821611,818277,828616,815449,827050,819851,809282,823221,819477,810897,815802,810680,813511,798127
5,0,0,1023,843258,840122,824822,830101,821563,828133,827764,824372,834794,821536,833385,826078,815322,829393,825680,817136,822068,816822,819688,804270
6,31,0,1023,836925,833848,818527,823878,815443,821850,821551,818145,828529,815296,826985,819877,809212,823096,819447,810853,815639,810591,813306,798155
7,0,0,1023,843181,840026,824883,830146,821500,828139,827690,824266,834778,821585,833395,826098,815310,829394,825812,817137,821941,816818,819631,804341
8,31,0,1023,836804,833662,818553,823704,815242,821851,821344,818003,828495,815217,826893,819691,809106,823030,819360,810703,815509,810436,813242,798080
9,0,0,1023,843015,839964,824706,829915,821358,827965,827487,824164,834710,821278,833180,825894,815171,829172,825502,816890,821772,816652,819520,804227
10,31,0,1023,836579,833598,818444,823580,815105,821636,821219,817889,828234,815057,826714,819570,808861,822816,818993,810541,815427,810324,813099,798002
11,0,0,1023,842784,839770,824580,829785,821266,827791,827390,824024,834398,821333,833133,825809,815085,829024,825358,816794,821695,816518,819415,804093
12,31,0,1023,836804,833805,818736,823848,815430,821921,821516,818117,828501,815385,826983,819836,809301,823026,819347,810933,815743,810596,813309,798218
13,0,0,1023,842983,839891,824731,829858,821468,828069,827607,824171,834634,821430,833225,825998,815335,829168,825496,816964,821882,816679,819401,804254
14,31,0,1023,836936,833873,818769,823933,815542,821991,821491,818251,828595,815431,827032,819955,809425,823156,819484,810969,815756,810729,813370,798303
15,0,0,1023,843148,840077,824973,830229,821665,828229,827761,824423,834820,821657,833472,826205,815569,829537,825842,817231,822053,816950,819702,804505
16,31,0,1023,837030,833979,818803,824078,815586,822080,821624,818355,828701,815578,827195,820018,809500,823435,819687,811023,815822,810772,813539,798440
17,0,0,1023,843072,840003,824671,830091,821503,828075,827550,824252,834752,821522,833232,826057,815395,829412,825729,817010,821950,816701,819567,804381
18,31,0,1023,836875,833729,818581,823941,815527,821937,821504,818108,828645,815406,826950,819891,809403,823309,819550,810832,815700,810474,813369,798223
19,0,0,1023,842913,839862,824601,829974,821466,827948,827436,824138,834575,821362,833159,825922,815319,829276,825546,816822,821825,816579,819433,804232
20,31,0,1023,836923,833667,818609,823852,815477,821927,821467,818128,828487,815307,826847,819826,809286,823205,819367,810674,815624,810483,813307,798178
21,0,0,1023,843253,840007,824794,830096,821615,828207,827737,824380,834866,821499,833349,826157,815500,829544,825793,817004,822037,816792,819650,804485
22,31,0,1023,836891,833725,818518,823863,815475,821942,821489,818128,828569,815309,826881,819893,809260,823224,819408,810737,815677,810414,813310,798217
23,0,0,1023,843257,840055,824849,830177,821678,828220,827728,824345,834951,821628,833376,826203,815485,829543,825783,817091,822008,816742,819729,804427
